,address,company,conditions,date,description,duty,experience,name,requirements,salaryMAX,salaryMIN,schedule,skills,type_of_employment,url,count_day
218,Челябинск,741 Studios,не указаны,14 октября 2020," We are looking for a talented Lead/Senior Angular Developer to join our awesome team and deliver a streamlined UI/UX. We want a team member who strives to develop a first class codebase using Angular best practices. Sergey, Lead Software Engineer: “ The Project is a security helper system for the office that recognizes strangers and notifies the security department. It will be based on rVision and guest systems to recognize people it already knows. Potential candidate will gain the valuable experience with both AI and IoT technologies.” Project Team: 1 Project Manager, 1 Business Analyst, 2 Back-end Engineers /Computer Vision, Front-end Engineer, 1 DevOps. Requirements: 3+ years of experience with Angular2+; Strong expertise in ES5/ES6+; Strong expertise in Typescript; Strong expertise in HTML (semantic), CSS + preprocessors (BEM; OOCSS; SMACSS; etc), and writing cross-browser compatible code; Strong expertise in modern JS MVVM framework (Angular2+): Code best practices Modularity Bootstrapping Change detection Lazy loading AOT/JIT Templating Angular Universal Expertise in RxJS &amp; State Management; Expertise in Module manager/bundler (Webpack; Gulp; etc) Expertise in Testing frameworks/APIs (Jest; TestBED; etc); Expertise in Responsive/Adaptive Web Applications; Expertise in linters; code style tools (ESLint; TSLint; HTML/CSS linters; etc); Expertise in HTTP (HTTP(s); Methods; Headers; etc) Basic expertise in Web Security (XSS; CSRF/XSRF; XSSI; CSP; injections; etc); Basic expertise in Application Profiling; Basic expertise in NodeJS; Basic expertise in REST &amp; DBs; Basic expertise in Cloud Computing Services (Amazon; Google; Microsoft); Hand on and implements complex Enterprise Applications, services, etc.; Technical Leadership and excellent communication skills Strong organizational skills. Nice to have: Web Components; VueJS; Web Workers; GraphQL; HTTP2; BS degree in Computer Science or Engineering; Critical thinker and problem-solving skills; Team player; Good time-management skills; Great interpersonal and communication skills. English level: Upper- Intermediate Responsibilities: Writing tested, idiomatic, and documented JS, HTML and CSS. Develop application code and unit tests in the Angular2+; Collaborate with cross-functional teams to analyze, design, and ship new features; Participate actively in discussions, presentations and decisions about front end development, web application, mobile app etc.; Act as the impulse by providing clear guidance to the team’s questions during implementation phases; Work on bug fixing and improving application performance; Constantly work on improving your level of skills and qualifications; Work as a team member and provide technical leadership on the project. Bring energy and passion to your work day in and day out. Be strategic and tactical. We offer: Social perks; Sick pay, vacations; Flexible work schedule; Friendly environment; ",не указано,3–6 лет,Lead/Senior JavaScript Developer (Angular),,104166.7,72115.5,гибкий график,"Английский — B2 — Средне-продвинутый,JavaScript,Angular",Полная занятость,https://tyumen.hh.ru/vacancy/39807346,15
219,Миасс,nir-vanna.ru,не указаны,25 сентября 2020," Nir-vanna.ru – федеральный интернет-магазин качественной сантехники. Мы имеем 12-летний опыт работы, входим в тройку лидеров по интернет-продажам сантехники в РФ. Наши сотрудники специалисты по рациональному использованию пространства в ванной комнате и эксперты по сантехнике. В нашем ассортименте больше 500 брендов и 60 тысяч товаров. Мы сами занимаемся логистикой, делая получение товара удобным в 55 регионах РФ. Обязанности: Управление торговлей 10.3; Автоматизация бизнес-процессов компании на базе 1С 8.3; Настройка и доработка обменов 1С с сайтом компании, создание новых сервисов, функций, форм документов, отчетов, обработок, регламентных заданий и т.д.) Требования: . Уверенное знание платформы и средств разработки 1С:Предприятие 8.3; Опыт нескольких завершенных проектов; Знание конфигурации: 1С Предприятие 8.3 Управление торговлей 10.3 на уровне пользователя. Условия: Интересные и нестандартные задачи; Обучение за счёт компании; Современный, удобный офис на северо-западе; Условия и график работы обсуждаемы; Адекватность руководства и демократичность процесса разработки; Заработная плата обсуждается индивидуально с каждым кандидатом. Доставлять людям радость - это наша работа. И пусть гениальных открытий, сделанных в ванной, вроде силы Архимеда, будет больше! ",не указано,1–3 года,Программист 1С,,175000.0,80000.0,удаленная работа,Английский — A1 — Начальный,Полная занятость,https://tyumen.hh.ru/vacancy/39263878,34
220,Челябинск,Прикладные технологии,"Оклад обсуждается индивидуально.,Официальное трудоустройство, социальный пакет по ТК.,Гибкий график работы после испытательного срока.,Курсы английского языка.,Современный офис (комнаты для совещаний, настольный футбол, теннис, зерновой кофе, молоко, печенье).,Внутрикорпоративные инструменты для совместной работы и коммуникаций.,Всегда современные технические средства (ноутбуки, системники, мониторы).",13 октября 2020," Ищем опытного Java разработчика для участия в различных проектах нашей компании (как новых, так и имеющихся). В ходе работы будет возможность столкнуться с интересными и сложными задачами, современными технологиями и процессами, увидеть своими глазами как делаются проекты мирового класса, пообщаться как с российскими так и зарубежными профессионалами и повысить свою квалификацию. Мы настроены на долгое и плодотворное сотрудничество. Требования к кандидатам: Высшее техническое образование. Опыт разработки на Java от 3 лет. Опыт работы со Spring, JPA и другими современными framework-ами. Знание ООП, структур данных и алгоритмов. Понимание внутренних механизмов и возможностей Java 8/11, умение применять на практике. Желание изучать и использовать новые технологии в процессе разработки ПО. Понимание RESTful API. Знание английского языка на уровне, достаточном для ведения рабочей переписки. Будет плюсом: Опыт отладки и оптимизации комплексных приложений. Опыт работы с SQL/NoSQL базами. Опыт работы с микросервисной архитектурой. Разговорный английский язык. Обязанности: Разработка back-end на Java. Собеседование только после предоставления резюме. В резюме необходимо указать, на какую вакансию претендуете. Условия: Оклад обсуждается индивидуально. Официальное трудоустройство, социальный пакет по ТК. Гибкий график работы после испытательного срока. Курсы английского языка. Современный офис (комнаты для совещаний, настольный футбол, теннис, зерновой кофе, молоко, печенье). Внутрикорпоративные инструменты для совместной работы и коммуникаций. Всегда современные технические средства (ноутбуки, системники, мониторы). О компании: ООО «Прикладные технологии» уже более 20 лет успешно развивается в сфере разработки программного обеспечения и его тестирования. В настоящее время компания насчитывает более 250 сотрудников, имеет 3 офиса – в Челябинске (головной), Екатеринбурге и Миассе. В деловом портфеле «Прикладных технологий» - заказы отечественных и зарубежных партнеров. Компания готова предложить своим заказчикам не только проверенные стандартные, но и качественные индивидуальные решения задач. Мы стремимся к постоянному расширению набора средств проектирования, разработки и сопровождения программного обеспечения. ",Разработка back-end на Java.,3–6 лет,Разработчик Java (Middle),"Высшее техническое образование.,Опыт разработки на Java от 3 лет.,Опыт работы со Spring, JPA и другими современными framework-ами.,Знание ООП, структур данных и алгоритмов.,Понимание внутренних механизмов и возможностей Java 8/11, умение применять на практике.,Желание изучать и использовать новые технологии в процессе разработки ПО.,Понимание RESTful API.,Знание английского языка на уровне, достаточном для ведения рабочей переписки.",104166.7,90000.0,полный день,"Java,ООП,SQL,REST,Spring",Полная занятость,https://tyumen.hh.ru/vacancy/39144290,16
223,Челябинск,Метаком-Сервис,не указаны,7 октября 2020," Обязанности: Сопровождение и конфигурирование 1 С версия 8.х; Консультация пользователей (наших сотрудников) по вопросам работы c программой 1С версия 8.х; Оптимизация базы; Разработка, доработка, донастройка различных систем учета в существующих конфигурациях 1С. Работа в том числе в режиме: «Придумал — Написал — Внедрил пользователям»; Требования: Знание конфигураций 1С 8.х; Знание различных методик обмена данными; Умение работать с обычными и управляемыми формами; Работа с нестандартными конфигурациями; Умение понимать и модифицировать чужой код; Знание мобильной платформы 1С; Знание основ складского, бухгалтерского, управленческого, бюджетирования. Условия: Работа возможна в том числе в комфортном офисе по графику (пн-пт), дружный коллектив) Стабильный оклад + премии Карьерный рост обязателен Введение в специфику работы бесплатное и обязательное ",не указано,не требуется,Программист 1C 8,,70000.0,50000.0,полный день,"1С: Предприятие 8,1С программирование,1C: Бухгалтерия,1С: Управление предприятием",Проектная работа/разовое задание,https://tyumen.hh.ru/vacancy/39676745,22
225,Челябинск,Основа,не указаны,13 октября 2020," Обязанности: Поддержка и доработка конфигураций 1С: Розница 1, 1С: Розница: 2, 1С: Управление торговлей 10, 1С: Управление торговлей 11, 1С: Управление производственным предприятием; Регламентные обновления, отчеты, обработки; Интеграция 1С с другими системами и он-лайн сервисами. Требования: Опыт работы в аналогичной должности от 3-х лет; Знание типовых конфигураций: 1С: Розница, 1С: Управление торговлей, 1С: Управление производственным предприятием. Наличие сертификатов 1С будет являться преимуществом. Условия: Оклад + сделка, в зависимости от компетенций: от 500 руб. - 850 руб./ час. Можно из дома, можно из офиса: г. Челябинск, ул. Худякова, 12А. График работы: с 10-00 до 19-00 ЧЛ. ",не указано,3–6 лет,Программист 1С,,120000.0,50000.0,полный день,"1С программирование,1С: Бухгалтерия,1С: Зарплата и управление персоналом,1С: Торговля,1С: Предприятие 8,1С: Комплексная автоматизация,1С: Торговля и склад,1С: Склад,1С: Бухгалтерия и склад,1С: Зарплата и кадры,1С: Управление Производственным Предприятием,Обновление конфигурации 1С,MS SQL,MS SQL Server,1С: Управление Торговлей",Полная занятость,https://tyumen.hh.ru/vacancy/39571022,16
230,Москва,DriverPack Solution,не указаны,14 октября 2020," Привет! Меня зовут Артур Кузяков. Я фаундер компании DriverPack — это самое знаменитое приложение для настройки компьютеров в один клик. 60млн+ юзеров, используют DriverPack. Но… драйверы это скучно... Поэтому сегодня я собираю команду под новый, уникальный продукт для европейского рынка. Расскажу подробнее, когда придешь на собеседование! :-) Кого ищу? Fullstack разработчиков на NodeJS, React, Vue. Почему работать в DriverPack — круто: У нас дохрена классных задач, выполняя которые ты будешь расти, они тебя будут челенджить постоянно. У нас не получится «кодить ради кода», придётся постоянно думать головой, что реально ты делаешь и зачем. Мы всё время думаем, как ""хакнуть систему"", чтобы достичь того же результата, но сильно быстрее? У нас принято, чтобы разработчики влияли на то, в какую сторону будет развиваться продукт. А для этого поэтому, например, у нас все разработчики шарят в продуктовых метриках, маркетинге, аналитике и всяких таких штуках. Мы и тебя научим. 1. Наши разработчики влияют на наш продукт. Каждой задаче мы задаем вопросы: Понимаю ли я зачем мы делаем задачу? Согласен ли я что нужно ее делать? Есть ли другие решения задачи? Не делаем, если сомневаемся. Делаем только самое важное. Выкидываем «улучшательства», если их сложно делать. 2. Задачи описаны четко и понятно. Устал от однострочных описаний “сделай по макету”? В DriverPack такого нет. Каждая задача описывает проблему. После этого: Обсуждаем командой программистов и вырабатываем решение и оценку. Задача не попадает в разработку, пока не понятно как ее делать. 3. Мы на острие технологий: Наш стек: Node.JS, React, Babel, Vue, Redux, Gulp, Koa.js, NW.js, ElectronJS, Webpack, ES6 Базы данных: MongoDB, SQLite, PostgreSQL, MySQL, Redis, Memcached Серверные технологии: Docker, Ansible, Kuberhetes, HAProxy, Zabbix, Sentry, Jenkins, nagios, CDN, Nginx, Apache WebTorrent для уменьшения нагрузки на CDN и повышения отказаустоичивости Продуктовые методологии и подходы: AARRR, ARPU, ARPPU, Retention, LTV, CPA, StoryMapping, DesignThinking, HADI, JTBD, User Stories, CJM (Customer Journey Map) Можно перечислить ещё много разных штук, которые показывают, что мы крутые… но думаю, что этого пока хватит :-) 4. Мы за простые решения: Упрощать здорово. Усложняй, только если это оправданно. Используй сторонние решения. Не пиши велосипеды. Не делай лишнего. Сделай простой работающий скелет. Сделай его хорошо. Почему, работа в DriverPack, тебе может не подойти: Если ты часто употребляешь фразы «Это нереализуемо» или «Это невозможно». Не бросаемся использовать новые хайповые технологии. Потому что для нас программирование это всего лишь один из инструментов, при помощи которого мы создаём самые лучшие продукты. Ты не переносишь Legacy код. Проекту, всё таки, 10 лет ;) Есть legacy части, которые нет смысла и желания переписывать. Ты перфекционист и делаешь идеальные решения долго и упорно. Что дальше: Откликайся на вакансию в HH Заполни тестовое задание Если ок, то пообщаемся лично. ",не указано,более 6 лет,"Senior NodeJS разработчик (React, Vue)",,,300000.0,полный день,,Полная занятость,https://tyumen.hh.ru/vacancy/39804509,15
234,Челябинск,Мой Дом,не указаны,1 октября 2020," В филиале крупного российского инвестиционного холдинга в офисе разработки в городе Челябинск открыта вакансия 1С-разработчика. Обязанности: консультирование пользователей по работе с типовыми продуктами 1С (БП 3.0, ЗУП 3.1, КА 1.1) и нетиповым конфигурациям администрирование пользователей и баз 1С разработка/доработка отчетов, печ. форм под нужды заказчика обновление типовых/нетиповых баз 1С доработка функционала типовых конфигураций под нужны заказчика возможное участие в проекте внедрения ДО и УУ в группе компаний Требования: Опыт работы в сфере от 1 года Уверенное знание типовых конфигураций 1С (на уровне пользователя, на уровне разработчика - приветствуется) Знание основных механизмов платформы 1С 8.3 Опыт разработки функционала на обычных и управляемых формах приветствуется Знание и умение писать запросы на встроенном языке 1С Опыт администрирования кластера 1С приветствуется Умение разбираться и находить ошибки в чужом коде, производить рефакторинг кода Условия: официальная ""белая зарплата"" от 60 000 до 100000 рублей в зависимости от уровня знаний и опыта официальное трудоустройство согласно ТК РФ в одной из ведущих российских компаний в сфере жилищно-коммунального хозяйства стабильная «белая» заработная плата перспективы профессионального и финансового роста комфортная атмосфера, молодой, дружный и очень квалифицированный коллектив ","консультирование пользователей по работе с типовыми продуктами 1С (БП 3.0, ЗУП 3.1, КА 1.1) и нетиповым конфигурациям,администрирование пользователей и баз 1С,разработка/доработка отчетов, печ. форм под нужды заказчика,обновление типовых/нетиповых баз 1С,доработка функционала типовых конфигураций под нужны заказчика,возможное участие в проекте внедрения ДО и УУ в группе компаний",1–3 года,Разработчик 1С,,100000.0,60000.0,полный день,"1С: Предприятие 8,1С программирование,1С: Зарплата и управление персоналом,Обновление конфигурации 1С,1С: Бухгалтерия",Полная занятость,https://tyumen.hh.ru/vacancy/39568477,28
240,Челябинск,Аспро,не указаны,14 октября 2020," Компания Аспро приглашает веб-разработчика в Челябинске. Компания Аспро — команда профессиональных разработчиков программного обеспечения. Мы помогаем запускать онлайн-бизнес: создаем готовые сайты и интернет-магазины, оказываем услуги по их сопровождению и доработкам. Последние 6 лет мы являемся лидером разработки и продажи программных продуктов 1С-Битрикс в России и странах СНГ. Наши готовые сайты помогают развиваться бизнесу и задают стандарты для всей отрасли. Ищем в команду разработчика, который будет решать реальные ecommerce-задачи. Мы не ждем от тебя того, что в первый день ты разработаешь решение по лучшим традициям. Однако важно, чтобы ты обладал базовыми знаниями разработки и находился в постоянном развитии. Поможем освоить специфику и влиться в работу. Гибкая методология разработки, карьерный рост, интересные проекты — все, что нужно для достижения результатов. Мы обеспечим тебя достойными условиями: Работа в компании-лидере отрасли; Дружный коллектив; Комфортный офис в БЦ GrandVera и мощные компьютеры со всем необходимым лицензионным ПО; Высокая своевременная зарплата; Оформление по ТК РФ и соцпакет (оплачиваемый отпуск, больничный и т.п.); Чай, кофе за счет компании; Оплачиваем сдачу экзаменов на разработчика 1С-Битрикс, обучающие курсы и книги, наставничество; Профессиональный и личностный рост; График работы — пн-пт, с 9-30 до 18-00. Обеспечим интересными задачами среди которых: Поддержка и доработка существующих проектов заказчика; Разработка сложных интернет-магазинов; Разработка новых, рефакторинг типовых решений 1С-Битрикс: Маркетплейс; Разработка собственных модулей на 1С-Битрикс; Декомпозиция и оценка по времени поставленных задач. Обязательные требования: Знание PHP, HTML, CSS, jQuery; Желание постоянно обучаться и углублять свои знания; Позитивный настрой и умение работать в команде. Приветствуются: Знание архитектуры CMS 1С-Битрикс; Навыки работы с ядром D7; Опыт работы с системой контроля версий git; Использование паттернов ООП; Умение разбираться в ""чужом"" коде, структурировать и комментировать собственный код; Практические знания по оптимизации проектов под высокие нагрузки. Уровень заработной платы обсуждается по результатам собеседования и зависит от ваших знаний и опыта работы. ",не указано,не требуется,Программист PHP,,104166.7,100000.0,полный день,"jQuery,1С-Битрикс,CSS,HTML,JavaScript",Полная занятость,https://tyumen.hh.ru/vacancy/39620956,15
243,Чебаркуль,Группа Компаний Мечел,не указаны,1 октября 2020," Обязанности: разработка интеграций 1С:УПП с новыми системами: 1С:ERP, 1С:ЗУП, 1С:Документооборот; поддержка интеграционных механизмов с существующими внешними системами; автоматизация бизнес-процессов с использованием системы 1С; разработка нового функционала, доработка существующей конфигурации 1С:УПП; разработка ТЗ, создание рабочих инструкции, документации; работа в команде. Требования: Высшее техническое образование; Опыт работы с 1С от 3-х лет; Опыт доработки типовых конфигураций УПП; Знания платформы и средств разработки 1С:Предприятие; Знания языка запросов и СКД; Опыт разработки управляемого приложения (управляемые формы); Опыт разработки механизмов интеграции 1С с другими системами (XML, COM, Web-сервисы, Конвертация); Знания основных бизнес-процессов промышленных предприятий. Опыт и навыки в качестве дополнительных преимуществ: - Наличие сертификатов 1С:ПРОФЕССИОНАЛ: 1С:ERP, 1C:УПП, 1С:Документооборот - Наличие сертификата Наличие сертификата 1С:Специалист по платформе ""1С:Предприятие 8"" Условия: Офис по адресу Челябинская обл., г.Чебаркуль, ул.Дзержинского График работы 5/2 с 8:00 до 17:00; Соблюдение ТК РФ, официальный доход; Приглашаем Вас на собеседование после рассмотрения резюме Уровень дохода обсуждается по итогам собеседования. ",не указано,3–6 лет,Программист 1С,,,,полный день,,Полная занятость,https://tyumen.hh.ru/vacancy/39554200,28
248,Челябинск,Центр Информационных Технологий,не указаны,13 октября 2020," Мы, Центр Информационных Технологий, создаем уникальные ИТ-продукты для того, чтобы ведомства могли взаимодействовать между собой на национальном и международном уровнях. Благодаря нашим продуктам дороги становятся безопаснее, а работа почты быстрее. Заказчики доверяют нам крупные и сложные проекты, и мы полностью оправдываем их доверие. Мы на рынке с 2008 года, нас 140 и мы стремительно растем: в наших планах сначала 200 сотрудников, а что будет дальше - давайте узнаем вместе. Сейчас мы будем рады принять в свою команду Java разработчика уровня middle и выше. От нас: Офис в центре и гибкое начало рабочего дня; Демократичная атмосфера и свобода в выражении своих идей; Возможность вносить рекомендации по стеку и быть наставников для младших коллег; Забота о сотрудниках: подарки детям к новому году, выплаты к значимым датам; И конечно полностью белая з/п, плюшки и отсутствие дресс-кода. Мы ждем от кандидата: Знание Java; Опыт работы с СУБД; Умение анализировать ранее разработанный код. Знание Spring Framework, Hibernate ORM; Опыт разработки web приложений (HTML, CSS, JavaScript). Будем рады встретиться лично и обсудить варианты сотрудничества. ",не указано,3–6 лет,Java-программист middle+,,104166.7,80000.0,полный день,"Java,HTML,CSS,Spring Framework,PostgreSQL,Hibernate ORM,СУБД",Полная занятость,https://tyumen.hh.ru/vacancy/34201470,16
252,Челябинск,Avenue Media,", ,Интересные проекты,Слаженная команда,Испытательный срок 2-3 месяца (зависит от опыта),Заработная плата по итогам собеседования,Оформление по договору или как самозанятого",29 сентября 2020," Привет. Avenue Media – это диджитал продакшн с хорошим предпродакшн и качественным постпродакшн, длительным техсуппортингом и высокой клиентской экспертизой, в общем – агентство полного цикла с хорошим уровнем разработки продукта и прочими ништяками в современных трактовках :) Работаем с 2008 года, постоянно растем и инвестируем в собственные продукты. Прежде всего это обусловлено желанием сохранить качество решений и индивидуальность, которой следуем со дня основания. Наши клиенты: Мосигра, Raisio, Infotecs, AbsolutBank, Dantone Home, Global Dialog, Heli Club и другие компании. Мы разрабатываем и сопровождаем: Интернет-магазины, маркетплейсы и агрегаторы Сложные сервисы и большие бизнес-порталы Блокчейн проекты и продукты для финтеха Комплексные системы управления данными, с интеграциями, обменом, импортом и экспортом в различные сторонние сервисы Собственные программные продукты и проекты Итак... В нашу команду требуется Full Stack PHP-разработчик (пред-middle или middle). Работа 100% удаленная, на полный рабочий день, график 5/2. Основные требования: Понимать что такое ООП PHP 7+ , MySQL или MongoDB Symfony 4+, Doctrine Уметь обращаться с JavaScript и JQuery Уметь работать с пространствами имен, анонимными функциями, понимать, что такое замыкания Знать кто такой одиночка, что из себя представляет фабрика и для чего нужны адаптеры Уметь работать с базовыми вещами HTML и CSS Придерживаться принятого стиля кодирования Github (убедись, что умеешь генерить 256 ssh ключ) Условия: Полный рабочий день , удаленная командная работа (не фриланс) Интересные проекты Слаженная команда Испытательный срок 2-3 месяца (зависит от опыта) Заработная плата по итогам собеседования Оформление по договору или как самозанятого Отвечаем кандидатам с хорошо заполненным резюме и сопроводительным письмом. Пишите отклик развернуто и больше о релевантном опыте. ",не указано,1–3 года,PHP-программист,,100000.0,70000.0,полный день,"PHP,HTML,JavaScript,jQuery,HTML5,Linux,CSS3,Bootstrap,XML,ООП,Ajax,Zend Framework,Git,MongoDB,Symfony",Полная занятость,https://tyumen.hh.ru/vacancy/39526530,30
255,Челябинск,Cardsmobile,не указаны,15 октября 2020," Приложение Кошелёк - самый крупный проект по агрегации карт лояльности в России, первый независимый Pay сервис в Европе. У нас микросервисная архитектура, переходим на Java 11, любим Kotlin. Работаем с PostgreSQL и Mongo, Message Queue, Git, Maven, Elasticsearch. Работаем в небольших продуктовых командах по 3-5 человек, каждая из которых занимается развитием своего направления бизнес-логики или технической работы приложения. Какие вакансии есть сейчас: маркет-плейс (вкладка Каталог в приложении) бизнес-логика плюс рефакторинг легаси важно хорошо ориентироваться в структурах данных, коллекциях, алгоритмах, кешировании пригодится знание activiti bpmn фреймворка, чтобы его выпилить оттуда финтех (банковские карты в приложении) почти нет легаси, весь код свеженький высокие требования к безопасности, работа со спецификациями международных платежных систем работа с аутсорсом - ревью, приём кода коммуникации с пользователями (пуши) опыт профилирования узких мест, решение проблем с производительностью опыт работы с rabbitmq обязателен cardholder (основная бизнес-логика приложения) необходим опыт проектирования архитектуры, ТЗ на разработку много сложной бизнес-логики Чего ждем от вас: опыт работы с Java, Spring стеком от 2 лет понимание принципов ООП, SOLID, паттернов проектирования опыт работы с микросервисной архитектурой, понимание ее плюсов и минусов опыт работы с реляционными и noSQL базами данных аккуратный код, умение писать unit тесты и понимание, зачем это нужно Со своей стороны предлагаем: участие в развитии полезного и популярного приложения, возможность сделать мир лучше; оформление по ТК РФ с первого дня работы, конкурентную белую зарплату, ДМС; оплату мобильной связи, компенсацию оплаты питания; гибкий график, удалённая работа; возможен переезд в Санкт-Петербург для кандидатов из других городов (welcome бонус); оплату профильных курсов и конференций; командные мероприятия и приятные коллеги. ",не указано,3–6 лет,Java разработчик (удаленно),,104166.7,150000.0,удаленная работа,"Java 8,Spring Framework,MongoDB,Kotlin,Java11",Полная занятость,https://tyumen.hh.ru/vacancy/39833781,14
257,Челябинск,Группа Компаний Мечел,не указаны,1 октября 2020," Обязанности: разработка интеграций 1С:УПП с новыми системами: 1С:ERP, 1С:ЗУП, 1С:Документооборот; поддержка интеграционных механизмов с существующими внешними системами; автоматизация бизнес-процессов с использованием системы 1С; разработка нового функционала, доработка существующей конфигурации 1С:УПП; разработка ТЗ, создание рабочих инструкции, документации; работа в команде. Требования: Высшее техническое образование; Опыт работы с 1С от 3-х лет; Опыт доработки типовых конфигураций УПП; Знания платформы и средств разработки 1С:Предприятие; Знания языка запросов и СКД; Опыт разработки управляемого приложения (управляемые формы); Опыт разработки механизмов интеграции 1С с другими системами (XML, COM, Web-сервисы, Конвертация); Знания основных бизнес-процессов промышленных предприятий. Опыт и навыки в качестве дополнительных преимуществ: - Наличие сертификатов 1С:ПРОФЕССИОНАЛ: 1С:ERP, 1C:УПП, 1С:Документооборот - Наличие сертификата Наличие сертификата 1С:Специалист по платформе ""1С:Предприятие 8"" Условия: Офис по адресу Челябинская обл., г.Чебаркуль, ул.Дзержинского График работы 5/2 с 8:00 до 17:00; Соблюдение ТК РФ, официальный доход; Приглашаем Вас на собеседование после рассмотрения резюме Уровень дохода обсуждается по итогам собеседования. ",не указано,3–6 лет,Программист 1С,,104166.7,72115.5,полный день,,Полная занятость,https://tyumen.hh.ru/vacancy/39554202,28
259,Челябинск,"ЧЕТЫРЕ ЛАПЫ, Сеть зоомагазинов","Территориально: офис в г. Москва, на м. Автозаводская;,График работы: 5/2 (с 09.00/10.00 до 18.00/19.00);,ЗП высокая по итогам собеседования;,Работа в стабильной, активно развивающейся Компании;,Официальное оформление с 1 дня,Полностью белая зарплата, все выплаты на карту,Корпоративные скидки",8 октября 2020," Наша компания уже более 25 лет на страже здоровья и красоты домашних питомцев. Сеть зоомагазинов (280+ магазинов) и ветеринарных центров (5 центров), а также груминг салоны и один из самых больших интернет-магазинов по отрасли в России - все это подкреплено экспертизой, глубокими знаниями и искренней любовью к животным. На данный момент мы в поисках РНР программиста. Обеспечим компенсацию на релокацию в Москву. Работать будем над основным сайтом (интернет-магазин 4lapy.ru) и прочими проектами компании. Работа в команде, с использованием современных средств разработки – JIRA, BitBucket, Confluence. Мы находимся в процессе перехода с битрикса на кастомную микросервисную архитектуру. примерно через год планируем перейти полностью. Требования: Опыт работы: от 2-х лет; Знание PHP, mySQL; Чистый код, следование стандартам, следование принципам SOLID Опыт работы с 1С Битрикс обязательно: понимание архитектуры, написание компонентов и модулей, опыт работы с D7; Опыт работы с фреймворками - часть сайта написана с использованием Symfony; Опыт интеграции сайтов с различными сервисами по API (ОФД, онлайн-кассы, платежные системы, доставки); Наличие сертификатов 1С Битрикс приветствуется. Обязанности: Доработка текущего интернет-магазина; Исправление багов, поиск неисправностей; Тестирование; С чем придется работать: С нагруженным проектом и его распределенной IT структурой; Связкой Битрикс + Symfony + Elasticsearch; Различными интеграциями, быть готовым внедрять новое; Условия: Территориально: офис в г. Москва, на м. Автозаводская; График работы: 5/2 (с 09.00/10.00 до 18.00/19.00); ЗП высокая по итогам собеседования; Работа в стабильной, активно развивающейся Компании; Официальное оформление с 1 дня Полностью белая зарплата, все выплаты на карту Корпоративные скидки ","Доработка текущего интернет-магазина;,Исправление багов, поиск неисправностей;,Тестирование;",3–6 лет,Битрикс-программист,"Опыт работы: от 2-х лет;,Знание PHP, mySQL;,Чистый код, следование стандартам, следование принципам SOLID,Опыт работы с 1С Битрикс обязательно: понимание архитектуры, написание компонентов и модулей, опыт работы с D7;,Опыт работы с фреймворками - часть сайта написана с использованием Symfony;,Опыт интеграции сайтов с различными сервисами по API (ОФД, онлайн-кассы, платежные системы, доставки);,Наличие сертификатов 1С Битрикс приветствуется.",104166.7,72115.5,полный день,,Полная занятость,https://tyumen.hh.ru/vacancy/39701293,21
