,address,company,conditions,date,description,duty,experience,name,requirements,salaryMAX,salaryMIN,schedule,skills,type_of_employment,url,count_day
176,Челябинск,Урал-Сервис-Групп,не указаны,12 октября 2020," Требования: Высшее техническое образование; Технический склад ума, способность разобраться в работе любого оборудования, компьютерных программах. Обязанности: Диагностика сети метеостанций (удаленно, через web интерфейс, RDP и т.д.). Сборка шкафов управления оборудованием, основой являются ПЛК. Проверка и тестирование новых идей, связанных с новым оборудованием, программами. Монтаж блоков ГЛОНАСС, ДУТ, Тахографов. Подготовка документов для участия в торгах. Диагностика работы системы видеонаблюдения (наблюдение работает на основе Trassir). Ремонт системы видеонаблюдения. Условия: Работа в крупной и стабильной компании. Официальное трудоустройство, соц. пакет. Достойная, своевременная выплата заработной платы. Заработная плата обсуждается по итогам собеседования с успешным кандидатом. Комфортное, оборудованное рабочее место в центре города. Рабочая неделя пятидневка, с 9-00 до 18-00. ","Диагностика сети метеостанций (удаленно, через web интерфейс, RDP и т.д.).,Сборка шкафов управления оборудованием, основой являются ПЛК.,Проверка и тестирование новых идей, связанных с новым оборудованием, программами.,Монтаж блоков ГЛОНАСС, ДУТ, Тахографов.,Подготовка документов для участия в торгах.,Диагностика работы системы видеонаблюдения (наблюдение работает на основе Trassir).,Ремонт системы видеонаблюдения.",1–3 года,Инженер-монтажник,"Высшее техническое образование;,Технический склад ума, способность разобраться в работе любого оборудования, компьютерных программах.",58606.2,51906.5,полный день,"Монтаж оборудования,Информационные технологии,Мобильность",Полная занятость,https://tyumen.hh.ru/vacancy/39743907,17
181,Карталы,Михеевский горно-обогатительный комбинат,не указаны,22 сентября 2020," Обязанности: обеспечивать бесперебойное функционирование сетевого и телекоммуникационного оборудования, осуществлять его отладку, настройку, опытную эксплуатацию и поэтапное введение в действие аппаратных средств вычислительной техники и информационных систем проводить работы по установке, настройке и сопровождению прикладного программного обеспечения для телекоммуникационных сетей поддерживать в работоспособном состоянии вычислительных сетей на базе Juniper, D-Link, Fortinet, T-fortis настройка и администрирование Wi-Fi сетей, оборудование Mikrotik, UBNT-Ubiquiti настройка и администрирование цифровой АТС Coral настройка и установка Voil шлюзов, аналоговых телефонных аппаратов регистрация и конфигурация радиостанций (Motorola, Vertex, Combat) Требования: понимание принципов построения сетей (коммутаторы, маршрутизаторы D-Link, Juniper), настройки Vlan, VPN опыт настройки динамической маршрутизации навыки по обслуживанию распределительных локальных вычислительных сетей знания по настройке и эксплуатации сетевого оборудования стаж работы от 1 до 3 лет высшее профессиональное (техническое) образование Условия: сменный режим работы 2 дня рабочих, 2 дня выходных Официальное трудоустройство Место работы Челябинская область, Варненский район, п. Красноармейский, Промышленная зона ",не указано,1–3 года,Инженер системотехник телекоммуникационных сетей,,,41000.0,сменный график,"Настройка сетевых подключений,Администрирование сетевого оборудования,Настройка ПК,Настройка ПО,Windows 7",Полная занятость,https://tyumen.hh.ru/vacancy/39370687,37
182,деревня Казанцево,"Эмис, ГК",не указаны,13 октября 2020," Обязанности: Обработка рекламационных и иных обращений Заказчиков в соответствии с внутренними алгоритмами предприятия. Формирование ответов по техническим вопросам (вихревые, массовые, электромагнитные расходомеры, роторные и лопастные счетчики жидкости, реле потока и т. д). Консультирование Заказчиков по различным каналам связи. Приёмка продукции поступившей на ремонт. Контроль выполнения ремонтных работ на всех этапах производства. Составление актов исследования. Выставление счетов за ремонт в 1С. Взаимодействие с сервисными центрами Компании. Требования Образование среднее техническое или высшее техническое. Знание устройства и принципов действия приборов измерения расхода, давления, температуры и вторичного оборудования КИПиА (опыт работы со средствами измерения расхода будет предпочтителен). Уверенный пользователь ПК. Технический склад ума, обучаемость. Умение работать в режиме многозадачности. Дисциплинированность, ответственность, внимательность. Условия Официальное трудоустройство. Ожидаемый уровень дохода от 40 000 (оклад + премия). График работы: 5/2 c 8:30 до 17:00. Производственная площадка находится по адресу д. Казанцево, ул. Производственная 7/1 Доставка служебным транспортом: Северо-Запад (по Комсомольскому проспекту и через Шагол) Ленинский (ул. Гагарина), ЧТЗ ( ул. Героев Танкограда) Обязательно резюме по эл. почте с указанием вакансии или отклик на сайте ",не указано,не требуется,Инженер технической поддержки (сервис),,,40000.0,полный день,,Полная занятость,https://tyumen.hh.ru/vacancy/38591923,16
205,Магнитогорск,Михеевский горно-обогатительный комбинат,не указаны,22 сентября 2020," Обязанности: обеспечивать бесперебойное функционирование сетевого и телекоммуникационного оборудования, осуществлять его отладку, настройку, опытную эксплуатацию и поэтапное введение в действие аппаратных средств вычислительной техники и информационных систем проводить работы по установке, настройке и сопровождению прикладного программного обеспечения для телекоммуникационных сетей поддерживать в работоспособном состоянии вычислительных сетей на базе Juniper, D-Link, Fortinet, T-fortis настройка и администрирование Wi-Fi сетей, оборудование Mikrotik, UBNT-Ubiquiti настройка и администрирование цифровой АТС Coral настройка и установка Voil шлюзов, аналоговых телефонных аппаратов регистрация и конфигурация радиостанций (Motorola, Vertex, Combat) Требования: понимание принципов построения сетей (коммутаторы, маршрутизаторы D-Link, Juniper), настройки Vlan, VPN опыт настройки динамической маршрутизации навыки по обслуживанию распределительных локальных вычислительных сетей знания по настройке и эксплуатации сетевого оборудования стаж работы от 1 до 3 лет высшее профессиональное (техническое) образование Условия: сменный режим работы 2 дня рабочих, 2 дня выходных Официальное трудоустройство Место работы Челябинская область, Варненский район, п. Красноармейский, Промышленная зона ",не указано,1–3 года,Инженер системотехник телекоммуникационных сетей,,80000.0,41000.0,сменный график,"Настройка сетевых подключений,Администрирование сетевого оборудования,Настройка ПК,Настройка ПО,Windows 7",Полная занятость,https://tyumen.hh.ru/vacancy/39370688,37
206,Южноуральск,Михеевский горно-обогатительный комбинат,не указаны,22 сентября 2020," Обязанности: обеспечивать бесперебойное функционирование сетевого и телекоммуникационного оборудования, осуществлять его отладку, настройку, опытную эксплуатацию и поэтапное введение в действие аппаратных средств вычислительной техники и информационных систем проводить работы по установке, настройке и сопровождению прикладного программного обеспечения для телекоммуникационных сетей поддерживать в работоспособном состоянии вычислительных сетей на базе Juniper, D-Link, Fortinet, T-fortis настройка и администрирование Wi-Fi сетей, оборудование Mikrotik, UBNT-Ubiquiti настройка и администрирование цифровой АТС Coral настройка и установка Voil шлюзов, аналоговых телефонных аппаратов регистрация и конфигурация радиостанций (Motorola, Vertex, Combat) Требования: понимание принципов построения сетей (коммутаторы, маршрутизаторы D-Link, Juniper), настройки Vlan, VPN опыт настройки динамической маршрутизации навыки по обслуживанию распределительных локальных вычислительных сетей знания по настройке и эксплуатации сетевого оборудования стаж работы от 1 до 3 лет высшее профессиональное (техническое) образование Условия: сменный режим работы 2 дня рабочих, 2 дня выходных Официальное трудоустройство Место работы Челябинская область, Варненский район, п. Красноармейский, Промышленная зона ",не указано,1–3 года,Инженер системотехник телекоммуникационных сетей,,,41000.0,сменный график,"Настройка сетевых подключений,Администрирование сетевого оборудования,Настройка ПК,Настройка ПО,Windows 7",Полная занятость,https://tyumen.hh.ru/vacancy/39370691,37
227,Челябинск,Филиал РТРС Челябинский ОРТПЦ,не указаны,24 сентября 2020," Обязанности: Выполнение работ по обслуживанию, ремонту, монтажу, пуско-наладке систем электроснабжения 0,4 кВ, дизель-генераторных установок, автоматического ввода резерва 0,4 кВ. Выполнение работ по обслуживанию, ремонту, монтажу, пуско-наладке слаботочных систем. Выполнение работ по техническому обслуживанию, ремонту, монтажу систем вентиляции и кондиционирования. Выполнение работ по обслуживанию, ремонту, монтажу, пуско-наладке систем мобильной связи и антенно-фидерных устройств Требования: высшее электротехническое образование; наличие опыта работы по обслуживанию, ремонту, монтажу, настройке систем электроснабжения, ОПС, СКУД, климатического оборудования, систем мобильной связи, антенно-фидерных устройств; знание нормативных актов, умение работать с чертежами и проектно-сметной документацией; опыт самостоятельной работы инженером в указанной области; умение осуществлять подбор оборудования; аккуратность, исполнительность, не конфликтность; умение работать эффективно в условиях многозадачности. Условия: трудоустройство согласно ТК РФ (официальная заработная плата, пенсионные отчисления) пятидневная рабочая неделя (с 8-00 до 17-00), выходные дни - суббота, воскресенье рабочее место по адресу: г. Златоуст, ул. Таганайская, дом 198/2 готовность к систематическим служебным командировкам (в пределах Челябинской области), продолжительность 2-5 дней выплата материальной помощи к отпуску (1 раз в год) материальная помощь на рождение ребенка, на собственную свадьбу, многодетным родителям (3 и более несовершеннолетних ребенка) частичная оплата санаторно-курортного лечения частичная оплата стоимости получения образования частичная оплата стоимости содержания детей в дошкольных учреждениях (детсад), частичная оплата стоимости путевки в детский оздоровительный лагерь полис ДМС (дополнительные медицинские услуги, оплачиваемые предприятием) подарки детям к 1 сентября, Новому году выплаты к юбилейным датам, праздничным датам (23 февраля, 8 марта, 7 мая ""День Радио"", 13 августа ""День образования РТРС"") страхование от несчастных случаев и др. ",не указано,1–3 года,Инженер группы технического сервиса,,58606.2,35000.0,полный день,,Полная занятость,https://tyumen.hh.ru/vacancy/39434831,35
229,Катав-Ивановск,ROLT POWER SYSTEMS,"Место работы: Челябинская область, Оренбургская область, Свердловская область;,Заработная плата от 75 000 руб. в месяц;,График работы: вахта 30/30;,Официальное трудоустройство в рамках ТК РФ, заработная плата + премия, полный социальный пакет;,Проезд до места работы и обратно за счет компании;,Размещение в комфортабельных общежитиях/ квартирах;,Предоставляется спецодежда;,Трудоустройство по результатам собеседования.",6 октября 2020," Обязанности: Проведение сервисного обслуживания оборудования (газопоршневых генераторных установок) CAT, MWM, MTU, Cummins, Rols- Rolls ; Диагностика и анализ причины возникновения неисправности в соответствии с техническими регламентами; Ремонт оборудования в случае выхода его из строя. Требования: Высшее профессиональное (техническое) и стаж работы не менее 3-х лет или среднее профессиональное (техническое) образование и стаж работы не менее 5-ти лет на аналогичной должности; Знание оборудования газопоршневых генераторных установок; Приветствуются рекомендации с предыдущего места работы Условия: Место работы: Челябинская область, Оренбургская область, Свердловская область; Заработная плата от 75 000 руб. в месяц; График работы: вахта 30/30; Официальное трудоустройство в рамках ТК РФ, заработная плата + премия, полный социальный пакет; Проезд до места работы и обратно за счет компании; Размещение в комфортабельных общежитиях/ квартирах; Предоставляется спецодежда; Трудоустройство по результатам собеседования. ",не указано,3–6 лет,Сервисный инженер,"Высшее профессиональное (техническое) и стаж работы не менее 3-х лет или среднее профессиональное (техническое) образование и стаж работы не менее 5-ти лет на аналогичной должности;,Знание оборудования газопоршневых генераторных установок;,Приветствуются рекомендации с предыдущего места работы",,75000.0,Вахтовый метод,"Деловая коммуникация,Деловая переписка,MS Outlook,Грамотная речь,Деловое общение,Пользователь ПК,Работа с большим объемом информации,Работа с оргтехникой,MS Excel",Полная занятость,https://tyumen.hh.ru/vacancy/38271991,23
245,Челябинск,Михеевский горно-обогатительный комбинат,не указаны,22 сентября 2020," Обязанности: обеспечивать бесперебойное функционирование сетевого и телекоммуникационного оборудования, осуществлять его отладку, настройку, опытную эксплуатацию и поэтапное введение в действие аппаратных средств вычислительной техники и информационных систем проводить работы по установке, настройке и сопровождению прикладного программного обеспечения для телекоммуникационных сетей поддерживать в работоспособном состоянии вычислительных сетей на базе Juniper, D-Link, Fortinet, T-fortis настройка и администрирование Wi-Fi сетей, оборудование Mikrotik, UBNT-Ubiquiti настройка и администрирование цифровой АТС Coral настройка и установка Voil шлюзов, аналоговых телефонных аппаратов регистрация и конфигурация радиостанций (Motorola, Vertex, Combat) Требования: понимание принципов построения сетей (коммутаторы, маршрутизаторы D-Link, Juniper), настройки Vlan, VPN опыт настройки динамической маршрутизации навыки по обслуживанию распределительных локальных вычислительных сетей знания по настройке и эксплуатации сетевого оборудования стаж работы от 1 до 3 лет высшее профессиональное (техническое) образование Условия: сменный режим работы 2 дня рабочих, 2 дня выходных Официальное трудоустройство Место работы Челябинская область, Варненский район, п. Красноармейский, Промышленная зона ",не указано,1–3 года,Инженер системотехник телекоммуникационных сетей,,58606.2,41000.0,сменный график,"Настройка сетевых подключений,Администрирование сетевого оборудования,Настройка ПК,Настройка ПО,Windows 7",Полная занятость,https://tyumen.hh.ru/vacancy/39370689,37
251,Миасс,Михеевский горно-обогатительный комбинат,не указаны,22 сентября 2020," Обязанности: обеспечивать бесперебойное функционирование сетевого и телекоммуникационного оборудования, осуществлять его отладку, настройку, опытную эксплуатацию и поэтапное введение в действие аппаратных средств вычислительной техники и информационных систем проводить работы по установке, настройке и сопровождению прикладного программного обеспечения для телекоммуникационных сетей поддерживать в работоспособном состоянии вычислительных сетей на базе Juniper, D-Link, Fortinet, T-fortis настройка и администрирование Wi-Fi сетей, оборудование Mikrotik, UBNT-Ubiquiti настройка и администрирование цифровой АТС Coral настройка и установка Voil шлюзов, аналоговых телефонных аппаратов регистрация и конфигурация радиостанций (Motorola, Vertex, Combat) Требования: понимание принципов построения сетей (коммутаторы, маршрутизаторы D-Link, Juniper), настройки Vlan, VPN опыт настройки динамической маршрутизации навыки по обслуживанию распределительных локальных вычислительных сетей знания по настройке и эксплуатации сетевого оборудования стаж работы от 1 до 3 лет высшее профессиональное (техническое) образование Условия: сменный режим работы 2 дня рабочих, 2 дня выходных Официальное трудоустройство Место работы Челябинская область, Варненский район, п. Красноармейский, Промышленная зона ",не указано,1–3 года,Инженер системотехник телекоммуникационных сетей,,,41000.0,сменный график,"Настройка сетевых подключений,Администрирование сетевого оборудования,Настройка ПК,Настройка ПО,Windows 7",Полная занятость,https://tyumen.hh.ru/vacancy/39370692,37
270,Миасс,Автомобильный Завод Урал,не указаны,12 октября 2020," Обязанности: ∙ Анализ бизнес-требований в части развития системы 1С ∙ Оценка целесообразности и эффективности функциональных изменений IT-систем для реализации поставленной задачи; ∙ Постановка задач разработчикам, прием результатов разработки, тестирование функционала; ∙ Обучение пользователей работе с системами; ∙ Поддержка документации по информационным системам. Требования: - Высшее образование - Опыт работы с приложениями на платформе 1С; - Опыт описания бизнес-требований и функциональных требований/технических заданий для систем на платформе 1С - Разработка пользовательской документации (инструкции, процессы, методики); - Тестирование внесенных в ПО изменений - Готовность не только брать на себя ведение проекта, но и участие, включающее оперативную работу. - Оказание консультаций пользователям; -Знание прикладных возможностей платформы 1С Условия: Трудоустройство на предприятие «АЗ «УРАЛ» Место работы: г. Миасс Челябинской области, пр. Автозаводцев Уровень заработной платы обсуждается с успешными кандидатами Пакет социальных льгот и гарантий ",не указано,1–3 года,Инженер-программист,,,41000.0,полный день,"Опыт работы с приложениями на платформе 1С;,1С программирование,Формирование технического задания для разработки",Полная занятость,https://tyumen.hh.ru/vacancy/39237352,17
297,Челябинск,741 Studios,не указаны,9 октября 2020," We are currently looking for a Senior DevOps Engineer to join our team! Customer’s vision is to help people learn, develop, and engage from their first day at school to their last day of work. The goal is simple: create more effective ways for everyone everywhere to access education, make discoveries, share knowledge, be inspired, and do big things. The Customer accomplishes all this by giving smart, creative, passionate people opportunities to create awesome. So here’s your opportunity... We are searching for an engineer who is passionate about building tools and services as a force multiplier. The team builds and supports platforms and tools for other Customer’s engineers to enable DevOps on every single team, reduce duplicated effort in Customer’s delivery pipeline, and increase overall developer happiness! The right candidate will be passionate about innovative tooling, engineering a great user experience, and large scale efficiency. About Exadel: Since 1998 Exadel has been engineering its own software products and custom software for clients of all sizes. Headquartered in Walnut Creek, California, Exadel currently has 1000+ employees in development centers across America, Europe and Asia. About the Customer: The Customer is an educational technology company based in Salt Lake City, Utah. It is the developer and publisher of Canvas, a Web-based learning management system, and Canvas Network, a massive open online course (MOOC) platform. About the Project: The App helps students access their courses and groups when they are away from a browser. It provides functionality to view and participate in a course or group, as well as view course calendars, to-do items, notifications, conversation messages, and grades. Project Tech Stack: Ruby, Rails, JavaScript, Node.js, Go, PostgreSQL, Linux, Java and many AWS technologies including CodeDeploy, DynamoDB, Lambda, ElasticSearch, RDS and Kinesis. Project advantages: You will work with an experienced and awesome team! Customer’s team are engineers with experience in building innovative internal tools that help engineers be more productive Mixed stack and polyglot team with a deep commitment to quality and to using the right tech for each problem that solves Team works on a lot of different projects across a broad spectrum of technologies in the DevOps space Engineers become the primary owners of services that enable product teams to execute on product instead of infrastructure We use Ruby, Rails, JavaScript, Node.js, Go, PostgreSQL, Linux, Java and many AWS technologies including CodeDeploy, DynamoDB, Lambda, ElasticSearch, RDS and Kinesis. The team reviews code and participates in technical design reviews The team works with product management to refine requirements and scope projects English level: Intermediate Requirements: More than 3 years of IT Experience Experience with Amazon Web Services and developing against Amazon APIs Experience programming in Ruby, Node, or Go Experience with containers (Docker, Kubernetes, etc) Experience with Terraform, Ansible or other infrastructure as code tools Experience creating or managing a CI/CD pipeline (Jenkins, Git/Gerrit, Spinnaker etc) MS/B in Computer Science or applicable development camp certificate preferred Responsibilities: Develop and manage CI/CD process for different types of applications and automate as many processes as possible Implement and manage continuous delivery systems and methodologies on AWS Support development teams in technical questions of continuous integration/continuous delivery Contribute to and maintain best practices and standards ",не указано,3–6 лет,Senior DevOps Engineer,,58606.2,51906.5,полный день,"Английский — B2 — Средне-продвинутый,devops,CI/CD,Docker,Kubernetes,AWS",Полная занятость,https://tyumen.hh.ru/vacancy/39718011,20
298,Челябинск,"Электромашина, Научно-производственное объединение","Полный социальный пакет.,Пятидневную рабочую неделю.,Стабильность и надежность.,Работу на современном высокотехнологичном оборудовании.,Перспективы профессионального и карьерного роста.,Культурный и спортивный досуг.,Различные мотивационные программы.,Программы признания персонала (конкурсы профессионального мастерства, награждение знаками отличия и т.д.).",13 октября 2020," Обязанности: 1.Разрабатывает и модифицирует программные модули 1С: ЗУП, согласно ТЗ, согласованным с функциональными заказчиками, разработанным в рамках выполнения проектов либо указанным в плане. 2. Выполняет ТЗ среднего уровня сложности со средним и высоким приоритетом. 3.Стимулирует опыт доработки 1С: ЗУП, ведет структурированное описание всех производственных доработок 1С: ЗУП, а также документирует программный код. 4.Документирует осуществленные разработки и модификации согласно порядку реализации изменений в 1С:ЗУП. Требования: 1.Высшее образование (технические специальности). 2.Знание 1С: Бухгалтерия, 1С: Зарплата и управление персоналом, 1С: ERP. 3. Временно (на период декретного отпуска) Условия: Полный социальный пакет. Пятидневную рабочую неделю. Стабильность и надежность. Работу на современном высокотехнологичном оборудовании. Перспективы профессионального и карьерного роста. Культурный и спортивный досуг. Различные мотивационные программы. Программы признания персонала (конкурсы профессионального мастерства, награждение знаками отличия и т.д.). ","Полный социальный пакет.,Пятидневную рабочую неделю.,Стабильность и надежность.,Работу на современном высокотехнологичном оборудовании.,Перспективы профессионального и карьерного роста.,Культурный и спортивный досуг.,Различные мотивационные программы.,Программы признания персонала (конкурсы профессионального мастерства, награждение знаками отличия и т.д.).",1–3 года,Инженер-программист 1С (1 категория),"Полный социальный пакет.,Пятидневную рабочую неделю.,Стабильность и надежность.,Работу на современном высокотехнологичном оборудовании.,Перспективы профессионального и карьерного роста.,Культурный и спортивный досуг.,Различные мотивационные программы.,Программы признания персонала (конкурсы профессионального мастерства, награждение знаками отличия и т.д.).",58606.2,45000.0,полный день,"1С: Зарплата и управление персоналом,1С: Бухгалтерия,ERP-системы на базе 1С",Полная занятость,https://tyumen.hh.ru/vacancy/37016208,16
318,Челябинск,Челябинский завод металлоконструкций,не указаны,14 октября 2020," Обязанности: <ol> Консультирование по типовому функционалу в 1С УПП (в том числе регламентированный учет); Доработка типовых конфигураций; Обновление измененных типовых конфигураций; Обучение пользователей, выявление проблем в работе пользователей. </ol> Требования: <ol> Высшее образование; Опыт работы не менее 2х лет; Программирование в среде 1С Предприятие; Хорошее знание конфигурации УПП; Знание особенностей учета на производстве. </ol> Условия: 1. Работа на одном из крупнейших производственных предприятий города. 2. Трудоустройство в соответствии с ТК РФ. 3. «Белая» заработная плата выплачивается своевременно. 4. Питание в производственной столовой. 5. Оборудованные душевые и места отдыха. 6. Обеспечение новой спец.одеждой. 7. Возможность карьерного роста. 8. Развитая корпоративная культура (конкурсы внутри предприятия и между предприятиями города, спартакиады, подарки за участие в профессиональных конкурсах‚ выезды на природу, бесплатное посещение спортзала на территории предприятия) 9. График работы: пятидневка с 8:00 до 17:00 11. Своевременная выплата заработной платы два раза в месяц. ",не указано,3–6 лет,Инженер-программист 1С,,58606.2,80000.0,полный день,,Полная занятость,https://tyumen.hh.ru/vacancy/39318234,15
320,Челябинск,ЛАНИТ,"Доход сотрудника складывается из окладной части и годовой премии (премиальная выплата не имеет ""потолка"" и зависит от выполнения плана).,Рабочий день – 8 часов: с 9.00 до 18.00, пн.-пт.,ДМС после прохождения испытательного срока.,Компенсация фитнеса после прохождения испытательного срока.,Дисконтные карты розничных сетей холдинга после прохождения испытательного срока.,Оформление по ТК РФ.,Компенсация ГСМ, корпоративная сотовая связь.,Территориально: IT-Park, ул. Молодогвардейцев.",8 октября 2020," ЛАНИТ-Урал - Крупный уральский системный интегратор, на рынке УрФО с 2010 года с оборотом более 0,5 млрд руб/год). ЛАНИТ-Урал входит в группу компаний «ЛАНИТ» , которая является лидером в сфере информационных технологий в РФ, присутствует на рынке 30 лет и является гарантом стабильности, уверенности в завтрашнем дне Сфера деятельности ЛАНИТ-Урал - комплексные услуги в области системной и сетевой интеграции, управления проектами, реализация проектов любой сложности в государственном, банковском, страховом, образовательном, финансовом секторах, а также на предприятиях металлургической, машиностроительной, атомной, нефтегазовой, энергетической и других отраслей промышленности. Мы ждем от вас: Знание ИТ-рынка и смежных отраслей (АСУ ТП, инженерные системы, информационная безопасность, системы безопасности, строительство и проектирование объектов ПГС, энергетика и др.). Наработанную клиентскую базу, в том числе личные и деловые контакты в одном или в нескольких сегментах рынка: Металлургия, Промышленный сектор, Энергетика. Портфель потенциальных проектов в перспективе на 1 год. Развитие направления продаж Инженерных систем с возможностью роста в отдельное Бизнес-направление. Мы в поиске кандидатов с опытом продаж в ИТ-сфере или опытом руководства ИТ-отделом/ отделом закупок в промышленных и энергетических компаниях УрФО. Обязанности: Работа с действующими и потенциальными клиентами, активные продажи Инженерных систем: вентиляция и кондиционирование, СКС, ОПС, СКУД. Поиск и привлечение клиентов, выход на ЛПР. Выполнение личного плана продаж. Определение потребностей и инвестиционного потенциала каждого клиента. Контроль разработки и утверждения технико-коммерческих предложений. Сопровождение клиента на всех стадиях реализации проекта. Постоянное изучение отраслевой специфики деятельности клиентов и накопления знаний, нахождение новых областей применения решений и услуг Компании. Требования: Опыт работы в сфере продаж проектов системной интеграции, АСУ ТП, инженерных систем. Понимание процесса реализации проектов инженерных систем: вентиляция и кондиционирование, СКС, ОПС, СКУД. Понимание принципов формирования и распределения бюджета закупок потенциальных клиентов. Опыт успешных коммерческих переговоров на уровне лиц принимающих решения. Понимание методологии управления проектами. Аналитический склад ума, способность структурировано подходить к выявлению проблем заказчика и их решению Условия: Доход сотрудника складывается из окладной части и годовой премии (премиальная выплата не имеет ""потолка"" и зависит от выполнения плана). Рабочий день – 8 часов: с 9.00 до 18.00, пн.-пт. ДМС после прохождения испытательного срока. Компенсация фитнеса после прохождения испытательного срока. Дисконтные карты розничных сетей холдинга после прохождения испытательного срока. Оформление по ТК РФ. Компенсация ГСМ, корпоративная сотовая связь. Территориально: IT-Park, ул. Молодогвардейцев. ","Работа с действующими и потенциальными клиентами, активные продажи Инженерных систем: вентиляция и кондиционирование, СКС, ОПС, СКУД.,Поиск и привлечение клиентов, выход на ЛПР.,Выполнение личного плана продаж.,Определение потребностей и инвестиционного потенциала каждого клиента.,Контроль разработки и утверждения технико-коммерческих предложений.,Сопровождение клиента на всех стадиях реализации проекта.,Постоянное изучение отраслевой специфики деятельности клиентов и накопления знаний, нахождение новых областей применения решений и услуг Компании.",более 6 лет,Руководитель направления продаж (Инженерные системы),,58606.2,50000.0,полный день,"Управление продажами,Активные продажи,B2B Продажи,Поиск и привлечение клиентов,Развитие продаж",Полная занятость,https://tyumen.hh.ru/vacancy/39102134,21
