,address,company,conditions,date,description,duty,experience,name,requirements,salaryMAX,salaryMIN,schedule,skills,type_of_employment,url,count_day
160,Златоуст,Яндекс,не указаны,21 сентября 2020," Каждый день миллионы пользователей обращаются к сервисам Яндекса — находят ответы на вопросы, решают рабочие задачи, учатся, отдыхают. А когда что-то идёт не так, их выручает наша служба поддержки. Помощь может потребоваться в самых разных ситуациях. Поэтому мы ищем внимательных, тактичных и любознательных специалистов — людей с чувством юмора, знакомых с языками программирования и разметки. Что вы будете делать: отвечать на сообщения пользователей по почте и в чатах; консультировать их по разным вопросам, связанным с Яндексом; передавать информацию разработчикам и менеджерам, помогая улучшать наши сервисы; иногда решать новые интересные задачи — ведь мы постоянно растём и меняемся! Мы ждём, что вы: грамотно пишете по-русски; умеете чётко и структурированно излагать мысли; легко находите главную информацию в текстах разного объёма; владеете языками JavaScript, HTML и Python на начальном или среднем уровне; имеете высшее или неоконченное высшее образование (техническое будет дополнительным плюсом); имеете опыт успешной поддержки и помощи людям онлайн; умеете работать самостоятельно и в команде; готовы к работе в установленном графике с определённой длиной смены; ответственны и способны к самоорганизации; готовы учиться; умеете работать с большим объёмом информации; не устаёте от однообразных задач; стрессоустойчивы. Что мы предлагаем: работу из дома; оформление совместительства; частичную занятость — 20 рабочих часов в неделю; гибкий график: 5-дневная рабочая неделя, 4 рабочих часа в день, плавающие выходные. Начало смен обсуждается индивидуально; сдельную оплату. Среднее вознаграждение специалистов, занимающих схожие должности, — от 30 тысяч рублей в месяц после обучения и при 40-часовой рабочей неделе; удалённое оплачиваемое обучение. Вакансия открыта в рамках проекта по интеграции людей с инвалидностью в общественную жизнь и в целях соблюдения требований ст.21 Федерального закона ""О социальной защите инвалидов"". ",не указано,1–3 года,"Специалист службы поддержки со знанием JS, HTML, Python",,41855.0,30000.0,сменный график,,Частичная занятость,https://tyumen.hh.ru/vacancy/39342646,38
180,Челябинск,Компания ТрансТелеКом,"Оформление на работу в полном соответствии с ТК РФ.,Стабильная заработная плата.,График работы - 5/2.,Полис ДМС.,Адрес работы - ул.Курчатова",28 сентября 2020," Компания ТрансТелеКом входит в пятерку ведущих российских операторов связи. Мы эксплуатируем и обслуживаем одну из крупнейших в России волоконно-оптических линий связи протяженностью более 76 000 км и пропускной способностью более 3,4 Тбит/с, являемся одним из крупнейших в стране провайдеров фиксированной связи для клиентов корпоративного, государственного и массового сегментов. В компании работает более 5,5 тысяч сотрудников по всей России от Калининграда до Южно-Сахалинска. Приглашаем присоединиться к команде Макрорегиона Урал ведущего специалиста в производственный отдел. Обязанности: Взаимодействие с контрагентами, управляющими компаниями и владельцами ресурсов (опоры, канализация), используемых при строительстве, эксплуатации линейно-кабельных сооружений и размещении оборудования и сооружений связи. Ведение договоров по аренде ресурсов инфраструктуры с контрагентами. Ведение реестра договоров. Обеспечение доступа на объекты инфраструктуры. Требования: Опыт работы на аналогичной должности от 1 года. Опыт работы в 1 С. Образование от среднего профессионального. Условия: Оформление на работу в полном соответствии с ТК РФ. Стабильная заработная плата. График работы - 5/2. Полис ДМС. Адрес работы - ул.Курчатова ","Взаимодействие с контрагентами, управляющими компаниями и владельцами ресурсов (опоры, канализация), используемых при строительстве, эксплуатации линейно-кабельных сооружений и размещении оборудования и сооружений связи.,Ведение договоров по аренде ресурсов инфраструктуры с контрагентами.,Ведение реестра договоров.,Обеспечение доступа на объекты инфраструктуры.",1–3 года,Ведущий специалист,"Опыт работы на аналогичной должности от 1 года.,Опыт работы в 1 С.,Образование от среднего профессионального.",37873.1,31500.0,полный день,,Полная занятость,https://tyumen.hh.ru/vacancy/39475438,31
185,Челябинск,Филиал МАУ МФЦ города Челябинска,не указаны,15 октября 2020," Обязанности: работа с СКЗИ (КриптоПро, Випнет) администрирование Secret Net Studio администрирование Kaspersky Security Center Требования: высшее профильное образование опыт работы с СЗИ и СКЗИ Условия: официальное трудоустройство по ТК РФ полностью белая з/п рабочее место в офисе в центре города молодой слаженный коллектив ",не указано,1–3 года,Ведущий специалист по защите информации,,26000.0,24000.0,полный день,"СЗИ,СКЗИ,КриптоПро,Випнет",Полная занятость,https://tyumen.hh.ru/vacancy/39298686,14
188,Челябинск,АВАНГРАД-УРАЛ,не указаны,14 октября 2020," Что должен уметь делать: Умение выслушать сотрудника с проблемой, и решить ее в максимально короткий срок. Администрирование VMware ESXi 6.5 (на котором 10 ВМ), бекап с него делается Veeam Backup. Администрирование Win2008 на уровне прав пользователей и RDP (AD, DNS, VPN - нету). Администрирование 1С 8.3 на уровне конфигурации (Установить, Обновить, Продвинутый пользователь) - сейчас она Файловая, но возможно придем к SQL. Обновление сертификатов подписи для ЭДО (КриптоПро, СБИС, Контур). Администрирование IP АТС FreePBX 12/14 на уровне ""поковыряться в конфигах"" для нестандартных решений (50 транков от 7 разных операторов, 60 IP телефонов, GoIP шлюз, 2 GSM модема). Настройка сетевого оборудования Mikrotik (VPN, NAT, фаервол). Настройка системы IP видеонаблюдения Tantos, Hikvision. Все выше перечисленное необходимо знать на уровне ""развернуть с нуля"". Администрирование CRM Битрикс24 (облако)(интеграции, отчеты, пользователи) - настроена интеграция с Asterisk и ВАТС Мегафон. Работа с Мегафон ВАТС, и претензиями на ее качество. Обслуживание парка ПК 20шт в Челябинске, еще 40шт удаленно в других регионах. Все железо Новое (Core i3, 4/8Gb, SSD, 22"" IPS). Настройка и обслуживание 60 IP телефонов Yealink, 13шт из которых в Челябинске. Обслуживание МФУ HP, Kayocera, Canon на уровне вызвать заправщика картриджей, заменить картридж, почистить, устранить проблему если ее возможно решить в офисе. О нас Компания занимается оптоворозничной торговлей отделочными материалами, в частности Подвесные потолки. На рынке более 10 лет. 3 года назад переехали в новый большой офис, чистый, светлый, с кондиционерами. В Челябинске у нас головной офис, а так же 7 небольших офисов в других городах РФ (начинаю с Юга и заканчиваю Сибирью). Работаем пятидневку с 9-18 часов, по адресу ул. Чайковского, д. 169 (2 этаж) Ищем сотрудника в штат на полный рабочий день. ",не указано,1–3 года,Системный администратор (it-специалист),,37873.1,40000.0,полный день,"Asterisk,VMware,VMware ESXi,FreePBX,Администрирование серверов Windows,Обучение персонала,Битрикс24",Полная занятость,https://tyumen.hh.ru/vacancy/39297873,15
193,Челябинск,Сеть Салонов Ювелирных Украшений САМОЦВЕТЫ,"Своевременная стабильная заработная плата,Официальное трудоустройство;,Возможность профессионального роста;,График 5/2. Занятость - полная;",9 октября 2020," Требуемый опыт работы: 1–3 года Полная занятость, полный день Обязанности: Техническая поддержка в базе 1С Техническая поддержка пользователей 1С Организация слаженной и бесперебойной работы оборудования Максимально полная автоматизация рабочих процессов Требования: Опыт работы с программой 1С Знание азов бухгалтерского, управленческого и складского учета Умение работать в команде Условия: Своевременная стабильная заработная плата Официальное трудоустройство; Возможность профессионального роста; График 5/2. Занятость - полная; ","Техническая поддержка в базе 1С,Техническая поддержка пользователей 1С,Организация слаженной и бесперебойной работы оборудования,Максимально полная автоматизация рабочих процессов",1–3 года,Специалист технической поддержки 1С,"Опыт работы с программой 1С,Знание азов бухгалтерского, управленческого и складского учета,Умение работать в команде",37873.1,27000.0,полный день,Техническая поддержка 1С,Полная занятость,https://tyumen.hh.ru/vacancy/39730305,20
197,Магнитогорск,Смарт ПО,не указаны,22 сентября 2020," Обязанности: Консультирование пользователей программ 1С по телефону, почте и в режиме удаленного доступа; Установка обновлений платформы и конфигураций 1С клиентам компании; Установка и настройка дополнительных сервисов (1С:Отчётность, 1С:Подпись, 1С:ЭДО и другие); Демонстрация и презентация информационной системы 1С:ИТС и сервисов; Обработка обращений от клиентов по телефону и электронной почте, отслеживание подключений; Решение технических проблем клиентов. Требования: Высшее или среднее техническое образование (ИВТ, основы программирования, прикладная информатика, бухгалтерский учет и пр); Уверенное владение ПК на уровне техника (установка и настройка программного обеспечения); Интерес к информационным технологиям, коммуникабельность; Ответственность, нацеленность на результат; Наличие сертификатов 1С приветствуется. Условия: Работа в динамично развивающейся IT- компании 1С:Франчайзи; Обучение за счет компании; Комфортабельный офис; График работы понедельник – пятница, с 8.00 до 17.00 или с 09:00 до 18:00; Трудоустройство в соответствии с ТК РФ; Оплата: оклад + % бонус от выполненных работ; Неотъемлемой частью работы является постоянное обучение и повышение квалификации. ",не указано,не требуется,Специалист-консультант 1С,,50000.0,25000.0,полный день,"Консультирование,1С программирование,1С: Предприятие 8,1C: Бухгалтерия,1С: Документооборот,1С: Розница,Обновление конфигурации 1С,Консультирование клиентов,Консультативные продажи",Полная занятость,https://tyumen.hh.ru/vacancy/39368788,37
198,Челябинск,Союз-Игрушка,не указаны,15 октября 2020," Союз игрушка – крупная оптово-розничная компания, представленная в филиалах Екатеринбурга, Челябинска, Магнитогорска, Тюмени и Казахстане. В 1996 году компания начала серьезно заниматься продажей детских игрушек на территории России - именно этот год и считается годом основания компании. Свою главную задачу мы видим в том, чтобы представлять для наших любимых покупателей широкий ассортимент продукции: детских игрушек, творчество, канцелярия, линейка детской одежды и обуви. Для достижения нашей цели и успешного развития компании мы привлекаем на работу сотрудников, мечтающих о динамичной профессии и готовых реализовывать свои идеи. Нам нужны ответственные, доброжелательные, умеющие работать в команде сотрудники. Если Вы считаете себя именно таким, и Вас не испугать интенсивным рабочим днем, тогда отправляйте свой отклик! Чем придется заниматься? <ol> Помощь сотрудникам компании в освоении ПО «1С: Комплексная автоматизация». Работа с обращениями сотрудников по вопросам работы программы. Настройка ролей и прав пользователей. </ol> Что нужно? <ol> Умение работать с людьми. Знание программы «1С: Комплексная автоматизация». Опыт работы не важен, главное умение и желание работать в программе 1С. </ol> Мы предлагаем: <ol> График работы 5/2 с 9:00 до 18:00, выходные - сб., вс. Своевременную стабильную заработную плату (на испыт.сроке 25 000 руб, после испыт.срока 30 000 руб). Рабочее место: Троицкий тракт 76Б (ТК Усадьба). Приобретение товара по ценам оптовиков. Подарки Вашим детям на Новый год и 1 сентября первоклассникам; Комфортное рабочее место (кулер, холодильник, микроволновка). Активную корпоративную жизнь. Просторную автопарковку, если вы на своем транспорте. Бесплатная доставка служебным транспортом на работу и с работы из различных районов города (ЧТЗ, Ленинский, Северо-запад). </ol> ",не указано,1–3 года,Специалист технической поддержки,,30000.0,25000.0,полный день,"Работа с людьми,1С: Комплексная автоматизация",Полная занятость,https://tyumen.hh.ru/vacancy/39736696,14
203,Челябинск,Бюджетные и Финансовые Технологии,"Офис в г.Челябинск;,Профессиональный коллектив, перспективы роста и развития;,Корпоративное обучение за счет Компании;,Полное соблюдение ТК РФ;,Официальная заработная плата;,ДМС;,Чай‚ кофе для поддержания хорошего настроения.",14 октября 2020," Обязанности: Сопровождение программных продуктов АЦК-Финансы, АЦК-Планирование, АЦК-ГЗ; Прием, регистрация, обработка обращений Клиентов; Консультирование Клиентов по вопросам работы и настройки программ; Ведение журнала обращений. Требования: Высшее образование; (экономическое / техническое); Отличное знание ПК (MS Office‚ Internet); Навыки общения с пользователями, грамотная речь; Умение консультировать пользователей в рамках технической поддержки; Умение анализировать и формализировать требования Заказчика. Знание основ СУБД Firebird и / или СУБД Oracle; Знания XML, SQL на уровне составления простых запросов. Желательно: Знания систем АЦК-Финансы и АЦК-Планирование, АЦК-Госзаказ; Умение анализировать интеграционные процессы; Разработка руководств пользователей. Условия: Офис в г.Челябинск; Профессиональный коллектив, перспективы роста и развития; Корпоративное обучение за счет Компании; Полное соблюдение ТК РФ; Официальная заработная плата; ДМС; Чай‚ кофе для поддержания хорошего настроения. ",не указано,не требуется,Старший специалист по сопровождению ПО,,37873.1,33208.3,полный день,,Полная занятость,https://tyumen.hh.ru/vacancy/39251787,15
214,Челябинск,INGURU.RU," , , , , , ",21 сентября 2020," INGURU ищет терпеливого, умного, доброжелательного и грамотного человека для работы в контакт-центре. Если Вы именно такой человек, то смело отравляйте свое резюме!) Задачи: помощь в решении проблем клиентов, консультирование в чате, приём звонков; подготовка обращений по техническим проблемам в страховые компании; взаимодействие с разработчиками программного обеспечения INGURU; ведение реестра обращений. Требования к соискателю: наличие персонального компьютера или ноутбука с операционной системой Windows 7, 8 или 10; возможность организации удаленного рабочего места без постороннего шума; готовность помогать клиентам и партнерам в решении проблем; стрессоустойчивость, внимательное отношение к работе; опыт работы на последнем месте не менее года; грамотная устная и письменная речь; желание обучаться. Условия: удаленная работа по заранее согласованному графику (не менее 40 часов в неделю, без совместительства); достойная оплата; дружный коллектив без лишних формальностей и субординаций. ",не указано,1–3 года,Специалист контактного центра INGURU по вопросам оформления е-ОСАГО," , , , , , , , , , , , , , ",28000.0,25000.0,полный день,"Грамотная речь,Пользователь ПК,Консультирование,Работа в команде,Телефонные переговоры,Консультирование клиентов по телефону,Грамотность,Клиентоориентированность,Windows Os,Работа с людьми,Ведение переписки,Консультирование клиентов,Работа с жалобами клиентов,Работа с клиентами,Точность и внимательность к деталям",Полная занятость,https://tyumen.hh.ru/vacancy/39335554,38
221,Челябинск,Первый Бит,не указаны,12 октября 2020," ОБЯЗАННОСТИ: первоначальная настройка системы внедрение типового функционала без доработок доработка: код, отчеты, веб-технологии, внешние обработки проведение демонстрации возможностей системы выполнение работ по запросам Клиентов (часть работ осуществляется с выездом в офис Заказчика) сдача работ Заказчику и подписание закрывающих документов обучение клиентов работе в CRM-системе ТО, ЧТО ВАМ ПРИГОДИТСЯ В РАБОТЕ: опыт внедрения или администрирования Битрикс24 опыт продвинутого пользования Битрикс24 опыт внедрения CRM-систем (не обязательно Битрикс24) и понимание бизнес-процессов компаний знание/ понимание web-технологий (web-сервер, почтовый сервер, облачные технологии, домен и прочее) на начальном уровне желание обучать Пользователей и умение разговаривать с Клиентом на понятном для него языке УСЛОВИЯ: конкурентная ""белая"" заработная плата оформление по ТК РФ возможность профессионального роста (доступ к программам обучения от Первого БИТа), сертификация, поездки на форумы и т.д. возможность работать с интересными, сложными задачами в сфере автоматизации бизнеса клиентов возможность перенять опыт успешных коллег из других городов ",не указано,1–3 года,Специалист по внедрению Битрикс24,,37873.1,33208.3,удаленная работа,,Полная занятость,https://tyumen.hh.ru/vacancy/39153435,17
231,Челябинск,Ростелеком,"Работа в современной ИТ-компании,Профессиональный рост,Широкие возможности обучения,Доплаты и бонусы,Насыщенная корпоративная жизнь,Комфортные условия труда",30 сентября 2020," Обязанности: выезд к действующим абонентам, осмотр оборудования, исправление технических сбоев и устранения неполадок, замена неисправного оборудования, перенастройка оборудования (кабельное телевидение, интернет) Требования : техническое образование (оконченное или неоконченное, средне-специальное, высшее) желание работать техническим специалистом Условия: работа в крупной региональной компании официальное трудоустройство по договору гражданско-правового характера официальная заработная плата (сдельная оплата труда, зависит от количество подключенных абонентов) возможность влиять на свой график работы (от нескольких часов до полной занятости, обговаривается на собеседовании) предоставление ближайшего к вам абонента (по карте вашего местонахождения в специальном приложении для мобильного телефона) обучение и стажировка за счет компании А еще у нас: Работа в современной ИТ-компании Профессиональный рост Широкие возможности обучения Доплаты и бонусы Насыщенная корпоративная жизнь Комфортные условия труда ","Работа в современной ИТ-компании,Профессиональный рост,Широкие возможности обучения,Доплаты и бонусы,Насыщенная корпоративная жизнь,Комфортные условия труда",не требуется,"Специалист по устранению неисправностей (интернет, IP телевидение, IP телефония)","Работа в современной ИТ-компании,Профессиональный рост,Широкие возможности обучения,Доплаты и бонусы,Насыщенная корпоративная жизнь,Комфортные условия труда",40000.0,25000.0,гибкий график,"Мобильность,Навыки составления отчетности,Творческое мышление,Аналитические способности,Умение планировать",Частичная занятость,https://tyumen.hh.ru/vacancy/39533593,29
235,Челябинск,ANCOR Industry,"работа в стабильной международной компании;,корпоративное профессиональное обучение;,конкурентоспособное вознаграждение;,добровольное медицинское страхование;,пакет релокации.",23 сентября 2020," Международная компания-производитель . Вакансия подразумевает релокацию в УрФО. Позиция: ведущий специалист отдела аналитики продаж и маркетинга. Обязанности: участие в определении стратегии, приоритетов, операционных процессов, формирования и управление командой; планирование и прогнозирование продаж на основе аналитических данных; поиск точек роста доходов компании с помощью анализа данных; автоматизация процессов планирования и отчетности; настройка системы бизнес-анализа; отслеживание разработанных решений, статуса их реализации и результатов; подготовка отчетов, аналитических материалов и презентаций. Требования: высшее образование; понимание бизнес-процессов в продажах, маркетинге; опыт работы на аналогичной поэзии от 3х лет; уровень владения английским языком: не ниже Intermediate (регулярное общение с группой и коллегами из других стран). Условия: работа в стабильной международной компании; корпоративное профессиональное обучение; конкурентоспособное вознаграждение; добровольное медицинское страхование; пакет релокации. ","участие в определении стратегии, приоритетов, операционных процессов, формирования и управление командой;,планирование и прогнозирование продаж на основе аналитических данных;,поиск точек роста доходов компании с помощью анализа данных;,автоматизация процессов планирования и отчетности;,настройка системы бизнес-анализа;,отслеживание разработанных решений, статуса их реализации и результатов;,подготовка отчетов, аналитических материалов и презентаций.",3–6 лет,Ведущий специалист отдела аналитики продаж и маркетинга (в г. Уфа),"высшее образование;,понимание бизнес-процессов в продажах, маркетинге;,опыт работы на аналогичной поэзии от 3х лет;,уровень владения английским языком: не ниже Intermediate (регулярное общение с группой и коллегами из других стран).",37873.1,33208.3,полный день,"Английский язык,MS PowerPoint,Бизнес-анализ,Маркетинговый анализ,Аналитические исследования",Полная занятость,https://tyumen.hh.ru/vacancy/39392641,36
246,Челябинск,Областное государственное бюджетное учреждение Челябинский региональный центр навигационно-информационных технологий,не указаны,14 октября 2020," Консультант отдела развития центров обработки данных-вакансия Министерства информационных технологий, связи и цифрового развития Челябинской области. Мы приглашаем соискателей с активной гражданской позицией, неравнодушных и ответственных, с желанием реализовать свои идеи во благо нашего региона. Мы рады видеть вас в нашей команде, если вы: Легко и продуктивно выстраиваете коммуникации. Открыты и восприимчивы к инновациям. Способны достигать результата, работая в режиме многозадачности. Активны, ответственны, ориентированы на достижение отличного результата. Легко усваиваете информацию и готовы непрерывно учиться. Мечтаете развиваться в государственной структуре и иметь причастность к профессиональной команде, быть частью которой престижно и почетно. Для вас: Стабильность и соц.гарантии в соответствии с законом . Забота: уютный офис в центре города с современной техникой и собственной обеденной зоной. Ежегодная диспансеризация за счет работодателя. Обучение: в разных форматах - очное, участие в форумах, конференциях, тренингах и мастер-классах. Ежеквартальные премии по результатам работы. Дополнительные выплаты к отпускам и праздничным датам. Дополнительные выплаты на медицинские цели. Размер и порядок оплаты труда регулируется Федеральным законом ""О государственной гражданской службе"" и зависит от стажа работы и государственного чина. Обязанности: Администрирование и техническая поддержка серверов, приложений и инфраструктурных сервисов на базе Microsoft/Linux; Администрирование и техническая поддержка Ethernet и SAN сети центра обработки данных; Поддержка кластеров виртуализации на базе VMware; Администрирование ИТ-сервисов на базе Microsoft и Linux системах (AD, DHCP, DNS, GPO, WSUS, APACHE TOMCAT, POSTGRESQL, ZABBIX и т.д.); Разработка документации и инструкций по технической поддержке и обслуживанию программной и аппаратной части центра обработки данных. Требуемые навыки: Глубокие знания серверных систем, опыт самостоятельного развертывания серверов и сервисов; Знания AD, DNS, DHCP, GPO,WSUS, PowerShell, MS SQL, APACHE TOMCAT, POSTGRESQL, ZABBIX, скриптовых языков; Опыт администрирования MS SQL, POSTGRESQL; NIX систем (Debian (Ubuntu)‚ FreeBSD, RedHat)‚ Глубокие знания основ построения CKC/ЛВС (TCP/IP, VPN, VLAN), протоколов статической и динамической маршрутизации; Знание принципов работы и умение осуществлять настройку управляемых коммутаторов, маршрутизаторов и межсетевых экранов Cisco; Знание систем хранения данных сетевого и блочного типа; Опыт работы с системами мониторинга – Zabbix; Опыт работы с виртуальными и кластерными решениям; Опыт в поддержке систем защиты информации, антивирусной защиты, резервного копирования; Логическое мышление (умение рассуждать и разбираться в проблемной ситуации/аварии); Владение инструментами диагностики (системы мониторинга, средства анализа и отладки). Требования: Высшее образование области ИТ (предпочтительно по специальностям: «Автоматизированные системы обработки информации и управления», «Вычислительные машины, комплексы, системы и сети», «Информационные технологии», «Прикладная математика», «Программное обеспечение вычислительной техники и автоматизированных систем», «Информатика и вычислительная техника») Английский на уровне чтения технической документации Опыт работы системным администратором от 3 лет Личностные качества необходимые для успешной работы: -Системное мышление, склонность и способности к аналитической деятельности. -Аккуратность, внимательность, педантичность, пунктуальность. Условия: Работа на Государственной службе. Стабильность и соц.гарантии в соответствии с законом; Интересные, перспективные и амбициозные задачи, деятельность на благо региона и его жителей; Возможность стать частью высокопрофессиональной команды и способствовать развитию ИТ-отрасли Челябинской области; Размер и порядок оплаты труда регулируется Федеральным законом ""О государственной гражданской службе"" и зависит от стажа работы и государственного чина. График работы: 5-дневная рабочая неделя, пн.- чт. с 08:30 до 17:30 ч., пт - с 08.30 до 16.15 Работа в Центре города. Ежеквартальные премии по результатам работы. Дополнительные выплаты к отпускам и праздничным датам. Дополнительные выплаты на медицинские цели. ! Обращаем внимание соискателей - финальный выбор и прием осуществляется по результатам прохождения конкурсного отбора согласно 79 ФЗ. Ждем ваши резюме! ",не указано,3–6 лет,ИТ специалист/Заместитель начальника (консультант) отдела развития центров обработки данных,"Высшее образование области ИТ (предпочтительно по специальностям: «Автоматизированные системы обработки информации и управления», «Вычислительные машины, комплексы, системы и сети», «Информационные технологии», «Прикладная математика», «Программное обеспечение вычислительной техники и автоматизированных систем», «Информатика и вычислительная техника»),Английский на уровне чтения технической документации,Опыт работы системным администратором от 3 лет",30000.0,23000.0,полный день,"Английский — A1 — Начальный,Администрирование,Государственные закупки,Государственные структуры,Информационные технологии",Полная занятость,https://tyumen.hh.ru/vacancy/39817930,15
