,address,company,conditions,date,description,duty,experience,name,requirements,salaryMAX,salaryMIN,schedule,skills,type_of_employment,url,count_day
81,Челябинск,Xpage,не указаны,13 октября 2020," Привет! Мы- Digital Agency Xpage. Уже более 17 лет мы помогаем своим клиентам получать максимум пользы от современных технологий и инструментов веб-разработки, интернет-рекламы, дизайна и автоматизации. В нашем бэкграунде проекты для крупных представителей международного бизнеса и государственных структур. Мы- современная и динамично развивающаяся команда. В связи с ростом глубины и количества проектов, мы открываем вакансию ""Менеджер IT проектов"" Что предстоит делать: Сопровождение интернет-проектов на всех этапах: контроль, анализ, подготовка, процесс создания/разработки, тестирование, запуск и сопровождение; Управлять отношениями с клиентом и его ожиданиями на протяжении всего этапа разработки проекта; Изучать специфику бизнеса клиента, бизнес-процессы и предлагать решения; Управлять проектной командой (дизайнер, верстальщик, программист, контент-менеджер); Контролировать результаты и сроки выполнения; Составлять ТЗ, вести проектную документацию, утверждать ее с клиентом и предоставлять отчеты о проделанной работе; Участвовать в улучшении качества и эффективности разработки проектов: аналитика, расчет себестоимости проектов, оптимизация бизнес-процессов, расчет KPI команды. Необходимый бэкграунд: Навыки разработки и написания документации по проектам; Знание основ интернет-маркетинга; Качества командного игрока -лидера: способный к компромиссам и работе в проектной группе, но при этом самостоятельная сильная единица этой команды, умеющая брать на себя ответственность и работать на результат; Аналитическая работа; Опыт построения высокоэффективных и прозрачных коммуникаций с клиентами; Xpage — это, прежде всего, команда высококлассных профессионалов и молодых амбициозных специалистов. Это команда жизнерадостных, творческих и любознательных людей, для которых интернет — это жизнь. Мы стремимся создавать для своих сотрудников только самые комфортные условия работы и отдыха. Наши сотрудники имеют уникальную возможность повышать свою квалификацию и развивать полезные профессиональные навыки на лучших площадках. Мы даем своим сотрудникам свободу идей, творчества и самовыражения. Гарантируем трудоустройство по ТК РФ. Xpage — это большая семья, которая всегда рада принять новых людей) ",не указано,не требуется,Проектный менеджер,,45000.0,30000.0,полный день,"Adobe Photoshop,Управление проектами,Разработка технических заданий,Оптимизация бизнес-процессов,Управление интернет-проектами",Полная занятость,https://tyumen.hh.ru/vacancy/39706757,16
83,Челябинск,Первый Гипермаркет Мебели,не указаны,15 октября 2020," А знали ли Вы, что каждый посетитель нашего интернет - магазина видит результат работы контент-менеджера! Теперь в нашем контент - отделе 2 новые вакансии в связи с добавлением рабочих мест! Что предстоит делать: Работать с графическими и текстовыми редакторами; Контролировать ассортимент и наполнение сайта. Размещать информацию на сайте и в личном кабинете поставщика. БЕЗ работы с каналом на YouTube и БЕЗ мониторинга цен! Что нам Важно в кандидатах на эту должность: Понимание специфики работы контент-отделов интернет-магазина; Желание развиваться в данном направлении; Законченное образование; Внимательность и грамотность; Умение структурировать информацию; Уверенный пользователь MS Office, Excel. Ваши преимущества: Опыт работы в Adobe Photoshop или 1С; Активность и энергичность. Что мы Вам обеспечим: Интересные задачи и уникальный опыт, наставничество; Своевременные выплаты заработной платы; Работа в стабильно развивающейся компании - гарантия занятости; Широкие возможности для профессионального роста в кратчайшие сроки; Отличный молодой коллектив, приятная атмосфера; Трудоустройство, рабочий день с 9-00 до 18-00 часов, в офисе, график 5/2; Комфортное рабочее место в одном из лучших офисов на северо-западе; Чай и кофе каждому сотруднику; уютная кухня с видом на лес. Испытательный срок - 1 месяц. Высылайте резюме с пометкой КОНТЕНТ в сопроводительном письме! Проводим только 1 интервью с руководителем. объявление не является публичной офертой ",не указано,не требуется,Контент-менеджер (офис на Северо-Западе),,20000.0,18000.0,полный день,"Наполнение контентом,Графические редакторы,внимательность,CorelDRAW,Adobe Illustrator,Копирайтинг,Редактирование,Пользователь ПК,Работа в команде,Работа с большим объемом информации",Полная занятость,https://tyumen.hh.ru/vacancy/39418049,14
84,Челябинск,Юридическая Защита,не указаны,13 октября 2020," Обязанности: Исходящие звонки по базе и заявкам клиентов, запись на консультацию к юристам Первичное (краткое) консультирование клиента по телефону Доведение записанного клиента до консультации: напоминания, мотивация, отправка сообщений Доведение проконсультированного клиента до договора: напоминания, мотивация, отправка сообщений Максимальная конверсия из звонка клиенту в запись на консультацию Ведение отчетности о работе с клиентами в CRM, работа с клиентской базой Требования: Опыт работы в Call-центре (будет Вашим преимуществом) Успешный опыт работы с клиентами в сфере обслуживания / продаж Опыт в продаже юридических или банковских услуг (будет Вашим преимуществом) Умение уверенно вести переговоры, убеждать и располагать к себе по телефону Готовность к исходящим звонкам, до 100 звонков в день Умение грамотно излагать мысли в устной и письменной форме Уверенный пользователь: Microsoft Office, Internet, CRM Презентабельный внешний вид, соблюдение дресс-кода Высшее образование: юридическое/экономическое(является конкурентным преимуществом) Условия: ​​​​​​​ Своевременная заработная плата Прозрачная мотивация: оклад + % Комфортный офис: оборудованное рабочее место; ноутбук; телефон; интернет; crm В наличии база клиентов и горячие онлайн заявки клиентов на банкротство Полная занятость, график: 5/2 10:00 - 19.00 или 09:00 – 18:00 В исключительном случае - частичная занятость от 3 часов в день Карьерный рост до: старшего менеджера, руководителя отдела продаж Социально-ориентированный продукт: банкротство физического лица Наставничество, обучение, сопровождение Официальное оформление после испытательного срока (до 3 мес.) Профессиональный рост, приобретение юридических знаний и компетенций ",не указано,1–3 года,Менеджер - оператор,,40000.0,20000.0,полный день,"Телефонные переговоры,Холодные продажи,Активные продажи,CRM,Консультирование",Полная занятость,https://tyumen.hh.ru/vacancy/39797658,16
89,Челябинск,Свектор+,"Удаленную форму работы;,Оклад от 35000 руб., бонусы по факту выполнения плана;,Оформление в соответствии с ТК РФ, оплачиваемые отпуска, больничные;,График работы: с 9 до 18 (или с 10 до 19) по МСК;,Реальные возможности профессионального и карьерного развития;,Профильное обучение: необходимое обучение оплачивается, сертификация поощряется премиями по результатам сдачи экзаменов.,Испытательный срок 2 недели.",6 октября 2020," Группа компаний «НоваЛаб», специализирующиеся на внедрении и поставках программного обеспечения, широкого ассортимента, услугах в области автоматизации и оптимизации деятельности государственных и коммерческим организаций, расположенных по всей территории Российской Федерации! Основные направления деятельности компании: Консультация и поставка программного обеспечения более 120 производителей.( Битрикс24, Террасофт, 1С, «Лаборатория Касперского», ALT Linux, «Доктор Веб», ESET NOD 32, АСКОН, ИнфраМенеджер, PostgrePro, AIDA64, Abby, СИС, SIGUR, Акронис, Astra Linux, МойОфис, Смарт-Софт (Traffic Inspector), Macroscop, Microsoft, Adobe, WinRAR, EV Toolbox, AutoCAD, Splunk, Comodo.....); Разработка и сопровождения автоматизированных информационных систем; Наши клиенты: ПАО ""Газпром Нефть"" ИТАР ТАСС АО «Гражданские самолёты Сухого» ГКУ ЦОДД ФГАОУ ВО ""Российский Университет Дружбы Народов"" ГУП ""Московский метрополитен"" ГБУ г. Москвы ""МАЛЫЙ БИЗНЕС МОСКВЫ"" ФГУП ЦНИИмаш ФГБУ ""Национальный исследовательский центр ""КУРЧАТОВСКИЙ ИНСТИТУТ"" ФГКУ ""Федеральный центр информатизации при ЦИК РФ"" ФГБУ ""Научно-исследовательский испытательный центр подготовки космонавтов им. Ю.А. ГАГАРИНА"" ФГП ""Ведомственная охрана железнодорожного транспорта РФ"" Администрация г. Владивостока Правительство Хабаровского Края Администрация г. Югорска Управление делами Администрации Липецкой области ФГКО УВПО ""Волгоградская академия Министерства внутренних дел Российской Федерации"" БУ в сфере информационных технологий Волгоградской области ""Центр Информационных Технологий"" ДИТ Оренбуржской области ФС по надзору в сфера Природопользования ГУ ""Территориальный фонд обязательного медицинского страхования р. Татарстан"" Курганская областная дума Министерство труда и миграционной политики Удмуртской республики И многие другие государственные и коммерческие организации Обязанности: Сопровождение действующих клиентов; Знание ценообразование стоимости продуктов(ПО); Консультирование клиентов; Сопровождение движение сделок в CRM компании; Контроль оформления документов сделки; Переговоры с поставщиками. Требования: Высшее, неполное высшее, средне специальное образование; Опытный пользователь ПК (пакет MS Office, CPM); Опыт работы по продаже ПО приветствуется; Грамотная речь, коммуникабельность; Знание 44 и 223 ФЗ будет являться преимуществом; Знание отраслевого программного обеспечения приветствуется. Необходимые качества: Аккуратность в работе с документами и внимательность к деталям; Ориентация на результат и долгосрочное сотрудничество; Развитые коммуникативные навыки, доброжелательность; Условия: Удаленную форму работы; Оклад от 35000 руб., бонусы по факту выполнения плана; Оформление в соответствии с ТК РФ, оплачиваемые отпуска, больничные; График работы: с 9 до 18 (или с 10 до 19) по МСК; Реальные возможности профессионального и карьерного развития; Профильное обучение: необходимое обучение оплачивается, сертификация поощряется премиями по результатам сдачи экзаменов. Испытательный срок 2 недели. ","Сопровождение действующих клиентов;,Знание ценообразование стоимости продуктов(ПО);,Консультирование клиентов;,Сопровождение движение сделок в CRM компании;,Контроль оформления документов сделки;,Переговоры с поставщиками.",не требуется,Аккаунт менеджер (персональный менеджер) удаленно,"Высшее, неполное высшее, средне специальное образование;,Опытный пользователь ПК (пакет MS Office, CPM);,Опыт работы по продаже ПО приветствуется;,Грамотная речь, коммуникабельность;,Знание 44 и 223 ФЗ будет являться преимуществом;,Знание отраслевого программного обеспечения приветствуется.",140000.0,35000.0,полный день,"Ведение переговоров,Грамотная речь,Активные продажи,CRM,Телефонные переговоры,Аккуратность в работе с документами и внимательность к деталям,Ориентация на результат и долгосрочное сотрудничество,Развитые коммуникативные навыки, доброжелательность",Полная занятость,https://tyumen.hh.ru/vacancy/39653265,23
99,Челябинск,Cosa Nostra Agency,не указаны,16 сентября 2020," Мы — интернет-агентство Cosa Nostra — занимаемся привлечением клиентов в компании наших партнеров с помощью рекламы в интернете с 2015 года. Мы расширяем отдел по работе с маркетплейсами и находимся в поиске специалиста в этой области. Обязанности: - размещение товаров на маркетплейсах - Ozon, Беру, Wildberries и др. - продвижение товаров на маркетплейсах, - консультирование клиентов по техническим вопросам. Требования: - хорошие коммуникативные навыки, - желателен опыт работы с маркетплейсами, - желание и возможность самообучения. Условия: - работа в офисе или удаленно, - оклад + KPI, - карьерный рост и увеличение заработной платы с повышением квалификации. Мы ищем человека вовлеченного в работу и готового к самообучению. В ближайшее время перспектива роста до руководителя отдела маркетплейсов. Оставляйте отклик на вакансию. Рассмотрим всех кандидатов. ",не указано,1–3 года,Менеджер по работе с маркетплейсами,,50000.0,25000.0,удаленная работа,"Интернет-реклама,Пользователь ПК,Консультирование,Поиск информации в интернет,Ориентация на клиента,Маркетплейсы",Полная занятость,https://tyumen.hh.ru/vacancy/39271859,43
109,Южноуральск,Ростелеком,не указаны,8 октября 2020," Зарабатывай 23 000 - 50.000 в месяц, работая 4 часа в день с плавающими выходными и гибким графиком В компанию ПАО ""Ростелеком"", которая занимает лидирующие позиции на рынке услуг высокоскоростного доступа в интернет и платного телевидения требуется постоянный сотрудник на позицию специалиста по работе с клиентами Наша компания нацелена на наращивание клиентской базы и в настоящий момент набирается дополнительная команда. Именно поэтому сейчас лучший момент для роста, ввиду чего и открыта данная вакансия. Итак что нужно любить, чтобы работать у нас: Дисциплину Трудолюбие Общение с людьми Чем нужно будет заниматься: - Консультировать абонентов по тарифам и условия подключения - Предлагать услуги компании по предоставленной базе клиентов - Оформлять заявки на подключение На каких условиях мы будем взаимодействовать: - Оплата за заявки + премия при выполнении плана. - Частичная - 4 часа или полная занятость в зависимости от ваших амбиций - Обучение продукту, продажам, стажировка и поддержка руководителя на всех этапах вашей работы Начни работать в федеральной компании, покажи результат и построй успешную карьеру. Мы ищем человека, который отвечает положительно на вопросы написанные ниже: 1.Вас мотивирует зарабатывать больше на потраченный час своего рабочего времени. Средняя стоимость 1 часа работы эффективного агента = 500 руб. 2.Вы ставите перед собой конкретные цели и любите их достигать 3.Вы привыкли к самостоятельной работе и готовы работать на результат Если вы положительно ответили на эти 3 вопроса, то смело нажимайте “Откликнуться” и записывайтесь на собеседование. ",не указано,не требуется,Менеджер по работе с клиентами,,50000.0,23000.0,гибкий график,"Активные продажи,Холодные продажи,Навыки продаж,Прямые продажи,Работа в команде",Частичная занятость,https://tyumen.hh.ru/vacancy/39505093,21
117,Челябинск,ОМИА УРАЛ,не указаны,14 октября 2020," Обязанности: Планирование и координация проектов на всех этапах. Решение технических и организационных вопросов со смежными подразделениями компании, клиентами и подрядчиками. Эффективное решение задач связанных с проектами. Нахождение оптимальных решений для реализации проектов на максимально выгодных условиях. Контроль бюджета проектов, сроков, качества выполненных работ. Требования: техническая экспертиза в строительстве, высокие коммуникативные навыки, мобильность, клиентоориентированность, английский язык (не ниже intermediate) преимущество предоставляется кандидатам, имеющим опыт работы в горных добывающих, перерабатывающих компаниях, металлургии, а также представление об оборудовании для помола, (мельницы, дробилки). Условия: срочный трудовой договор (4 месяца), работа в стабильной европейской компании, полностью подтвержденный доход, конкурентная заработная плата (обсуждается на собеседовании), добровольное медицинское страхование, компенсация питания, проезда, компенсация мобильной связи. ",не указано,3–6 лет,Менеджер проектов,,86130.4,34727.3,полный день,"Английский — B2 — Средне-продвинутый,Английский язык,Клиентоориентированность,Мобильность,Управление проектами,Строительство,Коммуникативные навыки,Техническая экспертиза",Проектная работа/разовое задание,https://tyumen.hh.ru/vacancy/39479753,15
122,Челябинск,Завод Нестандартных Металлоизделий и Технологий,не указаны,15 октября 2020," Требуемый опыт работы: 1–3 года Полная занятость, полный день Обязанности: Консультирование клиентов и продажа продукции компании; Наработка клиентской базы посредством телефонных звонков; Ведение существующей клиентской базы в CRM; Осуществление переговоров с клиентами в телефонном режиме с целью изучения их потребностей, продажи продукции; Обработка входящих заявок; Ведение рабочей документации; Оформление счетов и реализаций в программе 1С. Требования: Опыт работы в сфере продаж не менее 1 года; Навыки ведения деловых переговоров; Знание техник продаж; Знание скриптов продаж; Грамотная устная и письменная речь; Знание компьютера на уровне ПК - Excel, Word, 1С, СRM. Условия: график работы 5/2, продолжительность смены 8ч.; оклад 20000 + %; оформление в соответствии с ТК РФ официальное трудоустройство. ","Консультирование клиентов и продажа продукции компании;,Наработка клиентской базы посредством телефонных звонков;,Ведение существующей клиентской базы в CRM;,Осуществление переговоров с клиентами в телефонном режиме с целью изучения их потребностей, продажи продукции;,Обработка входящих заявок;,Ведение рабочей документации;,Оформление счетов и реализаций в программе 1С.",не требуется,МЕНЕДЖЕР ПО ПРОДАЖАМ,,86130.4,20000.0,полный день,"Активные продажи,Телефонные переговоры,CRM,Грамотная речь,Консультирование,1С: Торговля,Техники продаж,Скрипты продаж",Полная занятость,https://tyumen.hh.ru/vacancy/39841818,14
125,Челябинск,Астрея,не указаны,14 октября 2020," Компания «Астрея» растет и ищет отличного менеджера в отдел телемаркетинга на входящий поток. Мы занимаемся банкротством физических лиц, помогаем людям в сложных жизненных ситуациях списать свои долги по кредитам. Сейчас нас 30 человек, а к середине следующего года мы планируем вырасти вдвое, поэтому мы предлагаем присоединиться к нашей команде. ОБЯЗАННОСТИ: Звонить клиентам, которые оставили заявку сайте. Кратко выяснить и зафиксировать ситуацию клиента, проверить подходит ли он на банкротство. Записать клиента на консультацию юриста. ОТ ВАС МЫ ЖДЕМ: Успешный опыт работы и коммуникации с клиентами. Желание обучаться и приобретать новые навыки. Мы заботимся о здоровье и комфорте сотрудников, поэтому предлагаем: Обучение продукту и ввод в работу. Обучение продажам и наставничество от коллег, до выхода на плановые показатели. Красивый офис в центре города. Удобный график 2/2 с 09:00 до 21:00; Столовая в офисе: чай, кофе, сахар без ограничения; Официальное трудоустройство согласно ТК РФ с первого дня. Средний доход менеджера отдела телемаркетинга - 30 000 рублей Адрес места работы: Челябинск, Сони Кривой 43А ",не указано,1–3 года,Менеджер отдела телемаркетинга на входящий поток клиентов,,34000.0,27000.0,полный день,"Работа в команде,Телемаркетинг,Грамотная речь,Ориентация на результат,Активные продажи,Холодные продажи",Полная занятость,https://tyumen.hh.ru/vacancy/39415808,15
131,Челябинск,Бигранта,"Работа со стабильным заработком, в удобном офисе на организованном рабочем месте! Продукт, на котором Вы будете зарабатывать - интеллектуальный, поэтому общение по телефону и по встречам - это общение с интересными людьми.,В ""БИГранте"" в обязательном порядке - оформление в соответствии с ТК РФ (отпуск, больничный, корпоративные мероприятия, конкурсы, поездки как вознаграждение за стабильное выполнение плана),Обучение на тренингах от компании, оборудованное рабочее место (компьютер, телефон, интернет, оплата встреч с клиентами по городу и межгород), поддержка руководителя,При положительной динамике результатов в компании ""БИГранта"" - КАРЬЕРНЫЙ РОСТ!,Очень удобный график работы: начало работы с 08:30 до 17:15 с пн по птн.,Заработная плата состоит из оклада, KPI руб.и премий по результатам работы от 6%-10%. Зарплата начинается от 45.000 руб (оклад+kpi). Зарплата лучших специалистов более 100.000 р., при крупных сделках 250 тыс. руб.",17 сентября 2020," Внимание. Конкурс на вакансию открыт до 20 сентября 2020 года. ООО «БИГранта» - официальный представитель федерального медиа холдинга ""Актион-МЦФР"". Компания занимается продвижением профессиональных справочных систем для профильной аудитории. Наши филиалы находятся в Рязани, в Тюмени, в Ханты Мансийском и Ямало ненецком округах. Условия: Работа со стабильным заработком, в удобном офисе на организованном рабочем месте! Продукт, на котором Вы будете зарабатывать - интеллектуальный, поэтому общение по телефону и по встречам - это общение с интересными людьми. В ""БИГранте"" в обязательном порядке - оформление в соответствии с ТК РФ (отпуск, больничный, корпоративные мероприятия, конкурсы, поездки как вознаграждение за стабильное выполнение плана) Обучение на тренингах от компании, оборудованное рабочее место (компьютер, телефон, интернет, оплата встреч с клиентами по городу и межгород), поддержка руководителя При положительной динамике результатов в компании ""БИГранта"" - КАРЬЕРНЫЙ РОСТ! Очень удобный график работы: начало работы с 08:30 до 17:15 с пн по птн. Заработная плата состоит из оклада, KPI руб.и премий по результатам работы от 6%-10%. Зарплата начинается от 45.000 руб (оклад+kpi). Зарплата лучших специалистов более 100.000 р., при крупных сделках 250 тыс. руб. Требования: Законченное высшее/среднее образование, грамотная речь; Высокая обучаемость, желание заработать деньги - в поддержку вам коллектив и наставники - это дружный, молодой коллектив единомышленников; Опыт работы в B2B желателен Обязанности: Развитие новых клиентов через презентацию продукта ""Актион360"", клиенты определяются по лидам. Проведение презентаций онлайн-сервисов потенциальным клиентам (предоставляем клиентскую базу клиентов). Консультирование потенциальных клиентов по услугам нашей компании, формирование коммерческих предложений по интересующим позициям прайс-листа; отчётность о проделанной работе (заполнение воронки продаж) Участие в семинарах - проведение презентаций в бизнес-зонах. ","Развитие новых клиентов через презентацию продукта ""Актион360"", клиенты определяются по лидам.,Проведение презентаций онлайн-сервисов потенциальным клиентам (предоставляем клиентскую базу клиентов).,Консультирование потенциальных клиентов по услугам нашей компании, формирование коммерческих предложений по интересующим позициям прайс-листа; отчётность о проделанной работе (заполнение воронки продаж),Участие в семинарах - проведение презентаций в бизнес-зонах. , ",не требуется,Ведущий менеджер по продажам,"Законченное высшее/среднее образование, грамотная речь;,Высокая обучаемость, желание заработать деньги - в поддержку вам коллектив и наставники - это дружный, молодой коллектив единомышленников;,Опыт работы в B2B желателен",86130.4,45000.0,полный день,"Активные продажи,Проведение презентаций,Грамотная речь,Прямые продажи,Поиск и привлечение клиентов,Клиентоориентированность",Полная занятость,https://tyumen.hh.ru/vacancy/38483583,42
142,Магнитогорск,Факт,не указаны,27 сентября 2020," Факт - лидер рынка веб-интеграторов. Надежный веб-интегратор Факт - работаем с крупнейшими российскими федеральными компаниями и представительствами крупных зарубежных компаний в России. Наши заказчики - такие известные бренды, как ПАО ""Туполев"", Технониколь, Русал, Гознак, Адамас, Paolo Conte, Gold 585, Интер РАО ЕЭС и другие. Профиль нашей компании - создание, сопровождение и развитие технологичных веб-систем. В связи с расширением проектных работ , мы ищем Менеджера IT-проектов / Project Manager с хорошим практическим опытом работы в сфере IT в г.г. Магнитогорск, Оренбург. Старт карьеры. Сотруднику назначаем наставника, проводим адаптацию и принимаем экзамены. Рост в компании. Сотрудники вырастают в профессиональном, карьерном, финансовом уровне. Жизнь внутри. У нас есть настольный теннис, шахматные турниры, покорение горных вершин Урала, велоквесты, Cheese quiz. Каждый месяц мы проводим whiskey-break. Бонусы сотрудникам. Кофе-машина, вкусный чай, корпоративная библиотека, бесплатное обучение английскому языку на рабочем месте. Что делать: Поддержка и развитие крупных проектов Согласование с заказчиками объема работ, постановка задач исполнителям и контроль эффективности их исполнения Управление и планирование рабочими ресурсами; Ведение проектной документации и отчетности. Требования: Грамотный устный и письменный русский язык; Внимательность и способность самостоятельно разбираться в предметной области, находить и принимать решения; Отличные коммуникационные навыки; Умение задавать рабочий темп и мотивировать команду; Многозадачность и стрессоустойчивость; Умение при необходимости решать конфликтные ситуации с клиентом (в идеале умение сделать всё, чтобы конфликтной ситуации не возникло). Желательно: Опыт работы с IT-проектами; Опыт взаимодействия с программистами; Понимание технологий и принципов разработки и запуска интернет-проектов; Ваше стремление обучаться и развиваться в одной из лучших команд России. Что вас ждет: Высокая заработная плата + KPI, официальное трудоустройство, социальные гарантии по ТК РФ Соцпакет Прозрачная система профессионального, карьерного, финансового роста Бесплатное обучение английскому языку на рабочем месте Возможность реализовывать крупные, высоконагруженные web-проекты в большой команде Офис А класса в одних из лучших БЦ г. Магнитогорск, г. Оренбург. Работа с использованием новейших программных продуктов и технологий Дружная команда профессионалов в четырех офисах по стране. Окончательный уровень заработной платы устанавливается по результатам собеседования в зависимости от опыта и квалификации. ",не указано,1–3 года,Менеджер IT-проектов / Project Manager," , , , , , , , , , , , ",61500.0,40000.0,полный день,"Управление интернет-проектами,Управление проектами,Ведение переговоров,Ведение активных клиентов,Деловая переписка,Деловая коммуникация,Навыки презентации,Работа в команде",Полная занятость,https://tyumen.hh.ru/vacancy/39466819,32
146,Челябинск,Интерсвязь,не указаны,12 октября 2020," Спрос на услуги нашей компании в частном секторе активно растёт и, если ты давно мечтал работать в стабильной компании, эта вакансия для тебя. Мы ищем целеустремленных людей, которые: · Стремятся зарабатывать больше, а жить лучше; · Готовы работать в частном секторе; · Имеют горящий взгляд, с интересом пробуют новое, нацелены на обучение и саморазвитие; · Мечтают совмещать работу и путешествия; · Не боятся продаж и готовы к продвижению качественных услуг связи. Мы предлагаем : · Достойный доход без потолка (еженедельные выплаты+ премия за показатели); · График гибкий, возможность работать от 3 часов в день; · Возможна работа в вечернее время; · Корпоративное обучение за счет компании; · Устройство по договору ГПХ. От тебя мы ожидаем: · Желание и возможность работать в частном секторе (Посёлки, СНТ); · Способность организовать рабочее время; · Навыки прямых продаж; · Коммуникабельность, тактичность, умение слушать и грамотно выражать свои мысли. В твои обязанности будет входить: · Работа с физ. лицами; · Прямые продажи услуг компании; · Оформление заявок на подключение; · Обход заданий в частном секторе на предмет поиска потенциальных абонентов; · Отчётность в электронном виде. Пришли резюме прямо сейчас и стань частью престижной региональной компании. Мы ждем твоего отклика! Благодарим всех соискателей, которые направят отклик на данную вакансию. Ваше резюме будет рассмотрено в течение ближайшего времени. ",не указано,не требуется,Менеджер по продвижению услуг в частном секторе,,86130.4,40000.0,гибкий график,"Активные продажи,Прямые продажи,Грамотная речь,Коммуникабельность,Тактичность",Частичная занятость,https://tyumen.hh.ru/vacancy/39761193,17
